Jersey,name,Yr,pos,GP,GS,R,AB,H,2B,3B,TB,HR,RBI,BB,HBP,SF,SH,K,OPP DP,CS,Picked,SB,IBB,season
26,Jonathon Evans,So,lf,24,19,8,59,16,3,0,25,2,8,4,4,0,3,23,0,1,0,3,0,2021
13,William  Nelson,Jr,C,22,15,4,48,7,2,1,14,1,8,10,3,0,1,8,2,1,0,3,0,2021
4,Jahli Hendricks,So,INF,22,20,5,68,15,4,1,21,0,8,4,1,0,1,14,4,0,0,3,0,2021
38,Aj Walter,Fr,lf,19,17,7,66,17,3,0,20,0,11,5,3,1,0,15,2,1,0,0,0,2021
5,Dimitri Frank,Sr,P,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021
18,Jacob Snyder,Sr,P,17,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021
15,Wilhelm Allen,Sr,P,14,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021
23,Ryan Ollison,So,UT,14,3,1,21,3,2,0,5,0,0,1,2,0,0,9,0,0,0,0,0,2021
27,John Guienze,Sr,P,14,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021
48,Enrique Ozoa,So,p,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021
21,Jerome Bohannon Ii,Sr,P,13,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021
30,Joseph Battaglia Iii,Sr,P,12,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021
20,Quincy Smith,Fr,lf,12,3,0,15,3,1,0,4,0,0,1,0,0,1,6,0,1,0,0,0,2021
22,Dillen Miller,Jr,P,12,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021
9,Mykel Page,Sr,UT,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021
25,Khristian Paul,Jr,P,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021
35,Brandon Green,So,C,10,7,2,22,1,1,0,2,0,1,2,0,0,0,11,0,0,0,0,0,2021
36,Jerry Burkettii,Fr,p,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021
50,Caleb Tart,Fr,2b,10,1,0,8,2,0,0,2,0,0,0,0,0,0,3,0,0,0,0,0,2021
28,Markaylon Boyd,Sr,P,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021
17,Brendon Davis,Jr,UT,7,2,0,9,0,0,0,0,0,0,2,1,0,0,7,1,0,0,0,0,2021
43,Christian Davis,Fr,P,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021
24,Austin Haensel,Sr,P,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021
52,Caleb Washington,Fr,P,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021
34,Derrick Mayes,So,OF,3,0,0,2,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,2021
39,Markel Jordan,Fr,P,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021
29,Darren Smith,Sr,P,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021
19,Caleb Maloof,So,P,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021
51,Nick Luckett,Fr,p,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021
8,Ben Ramirez,Sr,INF,51,51,25,191,58,7,3,101,10,54,26,1,5,0,35,1,1,0,4,1,2021
22,Clay Owens,Jr,1B,51,51,28,182,46,5,1,89,12,20,26,4,2,0,46,5,1,0,0,0,2021
32,Rhylan Thomas,So,OF,49,47,30,186,55,9,2,74,2,25,13,2,3,11,14,6,5,1,9,0,2021
33,Garrett Guillemette,Fr,C,48,44,19,147,44,10,0,63,3,19,14,3,1,3,27,5,0,1,0,3,2021
3,Jamal O'Guinn,Sr,OF,48,48,23,172,45,8,1,79,8,36,32,3,1,3,48,3,2,0,2,2,2021
25,John Thomas,Sr,1B,44,37,20,142,36,6,0,42,0,20,12,2,2,4,12,2,2,0,1,0,2021
13,Tyresse Turner,So,INF,40,39,33,138,37,5,1,53,3,14,15,10,3,7,34,1,3,1,19,0,2021
10,Tyler Pritchard,Sr,INF,39,38,18,130,31,8,1,41,0,12,12,1,1,2,25,0,0,0,1,0,2021
18,Nate Clow,Fr,P,35,24,10,90,19,3,0,31,3,14,3,3,1,0,21,3,0,1,2,0,2021
23,Brady Shockey,Sr,OF,29,15,5,64,11,2,2,17,0,4,5,0,0,0,8,2,0,0,0,0,2021
9,Carson Wells,Fr,OF,26,16,7,55,15,6,0,21,0,7,7,1,0,1,21,0,2,0,0,0,2021
31,Connor Cirillo,So,INF,20,8,6,32,7,3,0,10,0,1,1,1,0,2,9,0,0,0,0,0,2021
36,Bart West,Sr,1B,19,9,6,40,10,1,1,13,0,6,2,0,0,0,10,1,0,0,0,0,2021
5,Miko Rodriguez,So,OF,17,4,9,18,7,3,0,10,0,3,5,0,0,0,5,0,0,0,2,0,2021
51,Quentin Longrie,Sr,P,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021
54,Charlie Hurley,Fr,P,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021
49,Garrett Clarke,So,P,16,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021
30,Alex Cornwell,Jr,P,15,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021
55,Chandler Champlain,Jr,P,15,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021
29,Isaac Esqueda,Sr,P,15,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021
37,Brian Gursky,Sr,P,15,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021
43,Kyle Wisch,Fr,P,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021
4,Johnny Olmstead,So,INF,13,2,0,8,1,0,0,1,0,1,0,0,1,0,4,0,0,0,0,0,2021
38,Toby Spach,So,P,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021
6,D'Andre Smith,Fr,INF,13,12,12,41,14,1,0,15,0,3,10,0,0,0,4,2,0,0,5,0,2021
20,Ethan Hoopingarner,So,P,13,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021
45,Jordan Agassi,Fr,P,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021
34,Taylor Johnson,So,C,10,5,2,20,3,0,0,3,0,1,0,2,0,0,8,1,0,0,0,0,2021
18,Trevor Halsema,Sr,OF,9,4,2,22,5,3,0,8,0,1,0,0,0,0,6,0,0,0,1,0,2021
14,Gus Culpo,Sr,P,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021
21,Adrian Colon-Rosado,So,OF,7,1,1,4,0,0,0,0,0,1,2,1,0,0,0,0,1,0,1,0,2021
11,Carson Lambert,Jr,P,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021
24,Ethan Reed,Jr,P,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021
27,Emilio Rosas,Jr,INF,3,0,0,4,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2021
2,Tyler Lozano,Jr,C,3,2,1,8,2,0,0,5,1,1,0,0,0,0,3,0,0,0,0,0,2021
28,Tyler Stromsborg,Fr,P,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021
39,Jason Starrels,Sr,P,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021
44,Malikai Wickley,Fr,INF,3,1,0,5,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2021
17,Riley Lamb,Sr,P,2,1,1,3,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,2021
26,Patrick Hubbs,Jr,P,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021
13,J.T. Weber,Jr,OF,60,60,57,236,76,16,1,139,15,63,16,7,5,0,31,8,1,0,5,0,2021
20,Ian Walters,Sr,INF,60,60,52,225,59,7,3,99,9,40,31,18,4,0,35,3,3,0,10,0,2021
44,Philip Archer,Sr,INF,60,60,46,230,74,20,0,127,11,60,24,7,2,0,39,6,3,0,2,4,2021
6,Tristan Peters,So,OF,60,60,53,217,77,20,2,119,6,55,46,1,4,0,28,2,2,1,14,0,2021
9,Nick Neville,Sr,INF,59,58,64,234,70,11,2,136,17,47,26,4,4,0,66,4,0,0,9,1,2021
2,Evan Martin,Fr,OF,54,43,35,180,47,10,3,78,5,31,12,4,0,2,44,5,2,1,8,0,2021
5,Grey Epps,Jr,INF,49,30,20,115,25,9,2,44,2,14,12,2,2,1,42,2,0,0,3,0,2021
7,Austin Ulick,Sr,C,47,36,18,119,31,4,1,37,0,15,18,3,3,2,20,6,0,0,0,0,2021
10,Vinni Massaglia,So,OF,44,41,29,138,35,8,0,76,11,32,26,5,2,0,61,2,0,0,4,0,2021
29,Cody Cleveland,So,2B,42,39,30,133,46,7,1,70,5,24,22,5,1,0,12,2,0,0,1,1,2021
4,Brad Hudson,Jr,OF,40,27,16,103,32,2,0,40,2,15,12,0,1,1,29,3,3,1,10,0,2021
18,Tony Rask,Jr,C,31,23,13,70,25,3,0,31,1,7,5,7,1,3,13,0,0,0,0,0,2021
30,Trey Mcdaniel,Jr,P,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021
3,Nick Blubaugh,So,OF,23,1,5,16,3,0,1,5,0,3,3,0,0,0,9,0,1,0,0,0,2021
23,Bubba Hall,So,P,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021
27,Noah Farmer,Jr,P,20,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021
25,Tanner Lewis,So,P,17,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021
11,Ben Chapman,So,P,17,17,1,6,1,1,0,2,0,1,2,0,0,0,4,0,0,0,0,0,2021
16,Matthew Steidl,So,P,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021
28,Dylan Givens,Sr,P,17,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021
12,Brad Harrison,Sr,UT,15,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021
21,Mike Hansell,So,P,15,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021
33,Kyle Back,Jr,P,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021
35,Adam Bunnell,Sr,P,11,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021
32,Gage O'Brien,Sr,P,11,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021
24,Mitchell Jackson,Fr,P,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021
26,Braden Babcock,So,P,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021
14,Cade Carter,Fr,C,5,0,2,5,1,0,0,1,0,0,1,1,0,0,2,1,0,0,0,0,2021
31,Kyle Dixon,Fr,P,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021
15,Bennett Shoptaw,Fr,P,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021
6,Brett Johnson,So,INF,50,50,46,190,58,12,3,106,10,33,46,3,2,1,44,1,3,0,14,1,2021
14,Connor Kiffer,Sr,INF,50,49,36,190,60,13,0,97,8,40,22,3,5,2,42,3,2,0,3,0,2021
7,Raul Elguezabel,Sr,INF,49,49,43,195,58,14,3,102,8,32,9,10,2,0,43,2,0,1,5,0,2021
2,Brady Bunten,So,INF,47,46,38,175,49,12,3,106,13,42,19,5,1,0,64,2,4,1,5,0,2021
28,Ole Arntson,So,INF,46,42,32,159,51,8,1,94,11,38,20,3,0,0,42,4,0,0,1,0,2021
25,Avery Owusu-Asiedu,Fr,OF,43,40,22,153,36,6,2,58,4,23,5,0,1,1,55,1,1,0,3,0,2021
21,Richie Well,Sr,INF,43,38,29,161,43,12,1,75,6,32,12,1,1,3,41,4,2,0,0,0,2021
8,Ethan Copeland,Sr,INF,34,26,13,95,28,4,1,40,2,17,12,0,2,0,27,1,0,1,3,0,2021
27,Josh Ohl,So,INF,33,25,15,96,21,5,0,29,1,9,4,1,0,1,23,1,2,0,2,0,2021
1,Tyler Bastunas,So,P,32,9,5,41,9,1,1,12,0,1,1,1,0,0,6,2,0,0,0,0,2021
16,John Stallcup,So,C,27,25,10,87,32,4,0,36,0,7,8,1,0,0,20,5,0,0,0,0,2021
12,Steven Pattan,Sr,C,27,25,15,83,23,2,0,25,0,10,12,4,0,2,12,2,0,0,0,0,2021
32,Rob Parks,Sr,P,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021
10,Brennan Orf,Fr,1B,24,14,4,51,7,3,0,13,1,3,5,3,0,0,21,0,0,0,0,0,2021
26,Braydon Bone,Sr,P,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021
55,Alec Kubik,So,P,18,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021
17,Parker Wielt,So,OF,16,3,0,19,3,0,0,3,0,1,1,1,0,0,6,0,0,0,0,0,2021
44,Noah Matheny,Fr,P,15,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021
35,Brant Glidewell,Sr,P,14,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021
33,Kaid Karnes,Sr,P,13,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021
24,Ryan Swanson,Sr,P,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021
4,Dylan Burris,Sr,OF,12,2,3,10,2,1,0,3,0,2,4,0,0,0,3,0,0,0,1,0,2021
3,Brian Chandler,Sr,P,11,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021
29,David Llorens,Jr,P,10,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021
13,Quinn Waterhouse,Jr,P,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021
20,Jake Bockenstedt,So,P,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021
22,Brett Pierson,So,INF,9,8,4,29,3,1,0,4,0,5,1,1,3,0,15,0,0,0,0,0,2021
30,Ryan Brink,Sr,P,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021
31,Nic Roes,Sr,C,6,0,0,6,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,2021
23,Griffin Bruder,Fr,P,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021
15,Matthew Klein,Jr,INF,3,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2021
41,Christopher Sargent,So,UT,61,61,41,238,54,11,1,115,16,57,20,4,2,0,66,6,0,0,2,2,2021
14,Gabriel Montenegro,Jr,OF,61,61,50,238,82,24,1,120,4,28,32,8,0,5,36,1,4,0,6,0,2021
10,Dustin Dickerson,Fr,INF,61,61,39,197,55,11,1,74,2,20,26,2,3,5,42,3,1,0,2,0,2021
6,Will Mcgillis,So,INF,60,58,40,191,45,12,3,96,11,35,28,11,2,5,50,6,0,0,4,0,2021
16,Reed Trimble,Fr,INF,59,59,59,235,81,14,2,150,17,72,19,11,3,0,46,4,2,1,12,0,2021
26,Danny Lynch,So,INF,59,57,41,203,65,11,2,116,12,36,22,4,1,3,35,5,0,0,2,1,2021
38,Reece Ewing,So,OF,55,53,32,176,44,7,1,71,6,25,33,5,0,0,39,4,0,0,0,0,2021
22,Charlie Fischer,So,INF,55,53,29,171,52,11,0,84,7,37,46,8,2,0,53,10,0,0,0,3,2021
25,Blake Johnson,So,C,47,42,19,134,33,5,0,47,3,19,9,11,2,0,24,0,0,0,1,0,2021
1,Billy Garrity,Fr,OF,37,2,5,19,1,0,0,4,1,3,5,1,1,0,10,0,0,0,0,0,2021
7,Slade Wilks,Fr,OF,30,12,6,57,9,3,1,20,2,8,4,3,0,0,18,2,0,0,0,0,2021
12,Andrew Stanley,Fr,C,29,19,11,64,13,3,0,19,1,8,4,0,2,4,13,1,0,0,1,0,2021
30,Ryan Och,So,P,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021
20,Brady Faust,Fr,INF,19,0,7,5,1,0,0,4,1,2,0,0,1,1,0,0,0,0,3,0,2021
36,Michael Wein,So,INF,19,8,6,33,5,2,0,7,0,2,6,2,0,0,16,1,0,0,0,0,2021
28,Tanner Hall,Fr,P,18,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021
32,Garrett Ramsey,So,P,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021
2,Hunter Stanley,Sr,P,16,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021
24,Ben Ethridge,Fr,P,16,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021
11,Aubrey Gillentine,So,P,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021
15,Walker Powell,Sr,P,15,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021
4,Drew Boyd,So,P,13,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021
19,Tyler Stuart,Fr,P,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021
13,Matt Adams,So,P,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021
35,Justin Storm,Fr,P,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021
29,Chandler Best,So,P,12,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021
8,Blake Wehunt,Fr,P,11,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021
42,Hurston Waldrep,Fr,P,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021
48,Cade Crosby,Fr,INF,9,2,0,10,1,0,0,1,0,1,1,0,0,0,5,0,0,0,0,0,2021
33,Cody Carroll,Sr,P,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021
23,Fisher Norris,Fr,INF,5,1,0,6,2,0,0,2,0,0,1,0,0,0,4,0,0,0,0,0,2021
18,Tyler Lantz,Jr,P,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021
5,Gabe Shepard,So,P,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021
9,Isaiah Rhodes,Fr,P,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021
40,Justin Banks,Sr,1B,48,47,26,159,40,7,0,83,12,29,32,6,1,0,54,0,0,1,0,3,2021
3,Kyle Velazquez,Jr,INF,46,40,18,132,35,8,0,43,0,9,8,7,1,5,26,4,2,0,6,0,2021
8,Jacob Talamante,Sr,OF,43,42,20,157,47,12,2,63,0,14,31,1,2,1,36,1,3,0,13,2,2021
5,Nick Mistone,So,INF,40,37,17,130,29,5,0,34,0,18,9,2,3,4,22,3,1,0,1,0,2021
23,Jc Santini,Jr,C,38,25,8,86,15,2,0,23,2,10,13,7,0,2,23,2,0,0,0,0,2021
7,Gabe Giosso,Sr,INF,38,29,10,106,22,1,0,26,1,5,9,6,0,4,29,2,2,0,2,0,2021
13,Christopher Campos,So,SS,37,30,12,111,30,10,0,40,0,17,5,3,1,2,17,5,2,0,4,0,2021
33,Chris Santiago,So,INF,37,27,10,91,17,3,0,23,1,6,11,2,2,1,23,3,0,0,2,0,2021
12,Javy Espinoza,So,INF,37,18,9,73,15,2,0,17,0,3,9,3,0,2,15,2,1,0,3,0,2021
6,Blake Mann,Jr,OF,36,28,13,99,24,2,0,38,4,25,13,5,4,4,29,3,3,1,2,1,2021
39,Coleman Schmidt,Fr,INF,34,22,8,78,18,6,0,27,1,5,10,1,1,2,28,2,2,0,4,0,2021
11,Ryan Novis,Sr,OF,32,25,12,101,20,5,0,25,0,13,8,4,2,0,18,5,3,0,5,0,2021
1,Ryan Ellis,Fr,INF,28,25,8,85,21,3,0,24,0,7,18,3,1,0,13,1,2,1,8,2,2021
21,Eric Smelko,So,INF,28,19,11,83,21,1,0,22,0,8,7,2,1,0,10,2,1,0,1,0,2021
14,Jack Murphy,Sr,OF,20,6,2,32,4,0,0,4,0,1,1,1,1,0,10,1,0,0,0,0,2021
20,Marc Goulart,Jr,C,20,16,8,48,9,3,0,12,0,2,5,1,0,2,11,2,1,0,1,0,2021
36,Liam Steigerwald,Sr,P,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021
9,Nathan Chong,Fr,C,19,9,2,37,7,1,0,8,0,1,3,1,0,0,12,0,0,0,1,0,2021
45,Michael Hobbs,Sr,P,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021
37,Jackson Hulett,Sr,P,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021
24,Carlos Lomeli,Sr,P,16,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021
28,Austin Elder,Jr,C,16,10,4,35,9,2,0,11,0,6,2,0,0,0,2,1,0,0,0,0,2021
42,Ryan Taurek,So,P,16,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021
26,Ryan Sanders,So,P,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021
43,Ky Bush,Jr,P,14,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021
27,Sam Bower,So,P,14,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021
17,Preston Howey,Fr,P,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021
44,Gavin Napier,Fr,INF,11,4,3,16,4,1,0,5,0,1,2,0,0,1,3,0,0,0,0,0,2021
35,Jack Snook,Fr,P,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021
18,Dalton Ponce,Jr,P,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021
32,Casey Candiotti,Sr,P,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021
38,Diego Moran,Fr,P,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021
20,Tyler Kelder,Sr,INF,31,31,26,107,34,10,0,74,10,21,19,1,1,0,36,1,0,0,0,4,2021
6,Branden Myers,Jr,SS,31,31,13,115,32,4,1,38,0,8,7,0,0,1,24,2,4,1,3,0,2021
9,Brendyn Stillman,Sr,OF,31,31,20,108,27,10,1,51,4,16,16,2,1,0,42,0,0,0,0,0,2021
28,Matthew Williams,Sr,1B,31,31,20,105,26,5,1,45,4,20,16,4,2,0,11,3,0,0,0,0,2021
7,Jackson Dejohn,So,UT,30,29,2,87,17,1,0,18,0,5,8,4,0,0,28,4,1,1,0,0,2021
2,Pierce Hendershot,So,INF,29,25,8,91,25,6,1,36,1,9,9,1,1,0,22,3,0,0,0,0,2021
4,Kevin Higgins,Sr,INF,26,25,7,81,14,3,0,17,0,6,8,0,0,0,29,0,0,0,0,0,2021
22,Ben Berger,So,OF,25,22,9,63,19,0,0,19,0,7,7,1,1,0,13,1,3,0,6,0,2021
3,Garrett Boldt,Jr,OF,21,20,10,75,15,4,0,19,0,8,4,3,0,0,11,0,0,0,0,0,2021
17,Christian Szablewski,Jr,OF,19,7,6,33,10,1,0,14,1,8,4,4,0,0,12,0,0,1,0,0,2021
12,Jack Putney,So,3B,19,13,5,45,6,3,0,9,0,0,9,1,0,0,20,0,0,0,0,0,2021
24,Danny Manion,So,1B,16,12,5,42,7,0,0,13,2,6,2,1,1,0,25,0,0,0,0,0,2021
33,Kyle Caringi,So,P,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021
29,Donovan Moffat,Sr,P,13,9,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,2021
27,Luke Lashutka,Fr,P,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021
1,Elijah Baez,Sr,P,10,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021
11,Murphy O'Brien,Sr,P,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021
14,Tripp Breen,So,P,8,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2021
21,Liam Devine,Jr,P,7,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021
25,Andrew White,Sr,P,7,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021
13,Teddy Bishop,So,C,7,2,1,9,2,0,0,2,0,2,1,0,0,0,4,1,0,0,0,0,2021
18,Cody Shimp,Jr,P,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021
32,Ryan Spreckels,Fr,C,3,0,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2021
44,Jagger Nucci,Fr,UT,2,0,1,2,0,0,0,0,0,1,1,0,0,0,2,0,0,0,0,0,2021
16,Ryan Williamson,Fr,INF,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,2021
5,Adam Shaffer,So,P,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021
19,Bryan Bizzaro,Jr,P,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021
6,Ryan Hogan,Sr,C,40,40,18,150,35,11,0,49,1,20,12,8,1,2,35,3,5,0,8,0,2021
3,Carson Bartels,Sr,INF,37,36,16,129,36,9,1,53,2,26,13,7,2,1,20,2,0,0,0,0,2021
27,Marty Higgins,So,INF,33,26,20,93,31,7,0,38,0,6,8,3,0,1,22,1,1,1,2,0,2021
7,Jake Lazzaro,So,INF,33,33,27,108,24,4,2,35,1,13,28,2,0,2,36,2,2,1,8,0,2021
25,Justin Folz,Sr,INF,32,31,19,107,29,6,1,49,4,18,11,9,1,0,26,3,0,0,2,0,2021
9,Vincent Bianchi,So,INF,30,25,9,89,24,3,0,27,0,9,5,2,1,1,17,3,1,0,2,0,2021
21,Brandon Miller,Sr,OF,28,24,7,88,20,6,0,26,0,10,12,0,0,1,24,1,0,0,0,0,2021
15,David Glancy,So,OF,28,23,13,85,18,7,0,31,2,11,13,3,1,0,25,1,0,1,3,0,2021
16,David Williams,So,1b,24,21,15,63,14,4,0,24,2,14,9,6,0,0,22,0,0,0,2,0,2021
34,Colin Wetterau,Jr,C,23,20,8,68,18,4,0,22,0,11,10,0,1,1,19,0,0,0,1,0,2021
23,Brian Morrell,Jr,P,23,17,7,67,19,1,0,20,0,8,8,0,0,0,10,2,0,0,1,0,2021
