Jersey,name,Yr,pos,GP,GS,R,AB,H,2B,3B,TB,HR,RBI,BB,HBP,SF,SH,K,OPP DP,CS,Picked,SB,IBB,season
32,William St. Marseille,So,P,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021
31,Josiah Bryant,Fr,C,2,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2021
45,Joseph Romero,Fr,P,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021
28,Ethan Pope,Fr,P,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021
44,Mason Mcgarvey,Jr,P,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021
25,Spencer Packard,Sr,DH,55,55,53,197,73,18,0,124,11,67,32,18,5,1,24,5,1,0,2,1,2021
4,Collin Wolf,Sr,INF,55,55,52,213,62,13,1,98,7,53,31,6,6,3,38,5,0,1,12,0,2021
10,Connor Denning,Jr,UT,51,51,60,194,66,26,4,133,11,42,34,14,5,2,42,2,3,3,6,1,2021
23,Matthew Christian,Sr,1B,50,50,45,200,70,15,2,137,16,65,13,7,5,0,42,1,5,1,11,0,2021
11,Bryce Arnold,Fr,INF,49,46,56,182,59,12,2,93,6,39,27,15,2,0,36,2,2,1,9,0,2021
8,Waldy Arias,So,INF,49,46,53,138,32,5,0,37,0,14,32,27,1,8,32,0,2,2,15,0,2021
2,Zach Neto,Fr,INF,44,44,50,173,70,17,3,129,12,58,17,15,4,4,30,3,4,3,12,0,2021
1,Grant Harris,Sr,OF,41,29,28,96,29,4,4,53,4,24,26,7,4,0,31,1,3,0,8,0,2021
15,Lawson Harrill,Fr,P,41,22,18,95,26,7,1,38,1,18,13,2,4,0,16,2,2,0,7,0,2021
6,Mason De La Cruz,Jr,INF,35,18,16,67,13,0,0,16,1,9,15,0,0,2,19,2,2,1,2,0,2021
9,Ty Babin,Jr,C,33,30,19,103,27,8,0,38,1,16,10,4,0,6,15,1,1,2,5,0,2021
21,Marcus Skundrich,Sr,C,26,16,14,60,16,3,2,23,0,13,10,3,1,2,17,0,2,0,8,0,2021
13,Ty Cummings,Fr,UT,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021
31,Logan Heintzman,Sr,P,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021
35,Koby Collins,Sr,1B,17,4,4,22,3,2,0,5,0,2,5,3,1,0,9,0,0,0,0,0,2021
18,Fred Sisco,So,P,17,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021
20,Zach Williams,Sr,OF,17,10,7,44,10,3,0,19,2,14,5,1,0,0,18,0,0,0,1,0,2021
17,Cade Kuehler,Fr,P,16,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021
38,Ryan Chasse,Jr,P,16,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021
7,Thomas Harrington,Fr,P,16,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021
16,Kevin Westlake,Sr,P,15,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021
5,Cade Boxrucker,Fr,P,13,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021
39,Jack Yusko,Sr,P,13,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021
19,Tyler Halstead,Jr,OF,12,5,2,17,3,0,0,3,0,1,0,2,0,0,6,0,2,0,1,0,2021
29,Tyler Mcpeak,Fr,C,12,5,1,20,3,0,0,3,0,1,3,1,1,0,5,0,0,0,0,0,2021
12,Brendan Wright,So,P,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021
40,Chandler Williford,Fr,P,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021
24,Cj Peechatka,Sr,OF,10,2,2,13,3,2,0,5,0,3,3,1,0,0,5,0,0,0,0,0,2021
36,Aaron Rund,Jr,P,10,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021
37,Landry Moore,Sr,P,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021
34,Jonathan Tyler,Sr,P,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021
14,Ryan Parquette,Sr,C,7,5,5,15,3,0,0,6,1,2,1,3,0,0,6,0,0,0,2,0,2021
28,Jonathan Beymer,Jr,P,7,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021
30,Cameron O'Brien,Fr,p,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021
32,Drake Pierson,Sr,OF,5,1,0,6,1,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,2021
22,Daniel Brown,Fr,UT,4,1,1,8,1,0,0,1,0,0,0,0,0,0,5,0,0,0,0,0,2021
33,Cam Cowan,Jr,P,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021
2,Jake Burlingame,Sr,OF,35,32,35,115,41,8,2,74,7,27,14,11,1,0,31,1,2,1,8,0,2021
17,Vinny Chiarenza,Sr,1B,35,35,31,112,37,5,1,71,9,33,25,6,2,0,33,1,2,0,3,2,2021
15,Jacob Victor,Sr,OF,34,33,20,99,27,5,4,40,0,21,19,9,6,0,22,3,1,0,1,0,2021
6,Kyle Kush,Jr,INF,29,25,12,74,19,4,0,26,1,12,15,1,1,2,22,2,0,0,0,0,2021
8,Max Grant,Fr,INF,28,26,26,83,32,1,2,37,0,17,18,5,0,0,12,4,1,1,3,1,2021
29,Dylan Vincent,Jr,UT,27,20,18,79,19,5,2,31,1,13,5,9,0,0,24,1,1,0,6,1,2021
7,Mike Steffan,Jr,1B,26,21,12,86,18,5,1,34,3,21,7,3,1,0,22,2,0,0,2,0,2021
10,Mike Mazzara,Jr,INF,26,24,16,79,19,5,1,29,1,14,12,1,2,2,23,0,0,0,0,0,2021
11,Jacob Martins,Sr,INF,25,23,9,70,23,3,1,28,0,16,8,2,1,0,19,1,0,0,0,0,2021
5,Max Felsenstein,Sr,OF,25,17,11,56,16,2,0,18,0,3,14,2,0,0,12,0,2,0,1,1,2021
31,Gibson Krzeminski,Sr,UT,24,21,14,74,16,4,2,27,1,11,12,1,1,0,24,3,0,0,0,0,2021
18,Carlin Dick,Fr,OF,23,17,22,69,24,8,1,40,2,12,17,1,3,0,12,1,0,0,2,0,2021
4,Mike Destefano,So,INF,18,15,6,57,16,1,1,19,0,11,4,0,0,0,11,1,0,0,6,0,2021
12,Kenny Dodson,So,INF,18,7,8,32,11,4,0,15,0,4,2,1,0,0,9,1,0,0,3,0,2021
37,Brennan Chisholm,So,INF,13,1,4,14,3,0,0,3,0,4,1,1,1,0,4,0,0,0,3,0,2021
36,Jarod Burmaster,Sr,P,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021
25,Joe Barberio,Sr,P,11,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021
19,Tom Peltier,So,P,11,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021
26,Will Frank,Sr,P,10,8,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2021
13,Jake Zurat,Sr,C,10,5,3,19,4,1,0,5,0,2,4,1,0,0,7,0,1,0,0,0,2021
16,Brett Kochanski,Jr,P,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021
30,Ryan Boyer,Sr,P,9,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021
21,Kyle Warner,Sr,P,9,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021
28,Levi Abbott,Fr,P,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021
32,Andrew Fron,Jr,P,8,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021
23,Jeff Destefano,Sr,P,7,2,1,3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2021
14,Matt Duffy,Fr,P,6,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021
40,C.J. Tucker,Sr,P,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021
22,Trevor Henneman,Jr,C,3,1,1,3,1,0,0,1,0,1,2,0,0,0,1,0,0,0,0,0,2021
1,Aaron Snyder,So,P,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021
27,Rockne Seidel,So,P,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021
20,David Yankowski,Jr,P,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021
3,Jack Migliore,So,OF,2,0,1,1,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,2021
19,Connor Emmet,Jr,OF,51,51,38,210,56,8,0,88,8,32,19,5,2,2,39,4,0,1,0,0,2021
1,Kolby Johnson,So,OF,51,46,33,164,50,6,0,62,2,27,17,9,0,8,32,3,3,2,5,0,2021
23,Drew Sturgeon,Fr,OF,45,42,21,122,25,2,1,29,0,21,28,6,1,5,40,1,3,0,4,0,2021
20,Ben Ayala,Jr,INF,40,35,22,134,34,12,0,55,3,26,10,5,4,2,36,3,1,0,0,1,2021
8,Coby Potvin,Sr,OF,40,39,31,144,52,10,2,66,0,17,25,6,0,6,21,2,0,1,1,0,2021
10,Beau Orlando,Sr,INF,39,30,20,117,31,6,0,37,0,16,26,8,0,0,21,5,0,0,1,0,2021
25,Nathaniel Sagdahl,Sr,C,38,34,12,88,16,5,0,24,1,12,20,7,0,2,27,2,1,0,0,0,2021
31,A.J. Mendolia,Fr,C,37,35,23,131,40,4,1,46,0,20,24,3,1,0,28,3,0,0,2,1,2021
3,Rj Pearson,Jr,INF,37,35,11,109,22,2,0,24,0,16,12,2,2,3,35,3,2,0,3,0,2021
36,Connor  Flagg,Fr,OF,37,25,10,93,16,1,0,17,0,15,10,1,1,5,14,2,1,0,3,0,2021
40,Hunter Hicks,So,INF,32,28,20,91,20,5,0,31,2,17,16,8,0,3,17,2,0,0,0,0,2021
6,Taylor Daniell,Jr,INF,30,24,14,85,25,4,0,35,2,15,13,3,1,0,23,4,0,0,0,0,2021
13,Christian Brasher,Sr,INF,24,16,13,49,10,3,0,13,0,7,10,3,1,3,21,1,0,1,1,1,2021
18,Tyler Cleveland,Fr,P,23,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021
24,Conner Williams,Sr,P,19,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021
30,Tyler Navarro,Jr,P,18,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021
15,Trent Gregson,Fr,P,17,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021
32,Logan Gilbertson,Jr,P,16,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021
16,Brad Verel,Sr,P,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021
12,Mark Moyer,Sr,P,14,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021
41,Tate Busey,Fr,P,14,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021
34,Dillan Janak,So,P,14,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021
37,Andrew Shoultz,So,P,12,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021
5,Kinner Brasher,Jr,OF,12,2,1,8,0,0,0,0,0,0,0,0,0,0,5,0,0,0,2,0,2021
33,Cole Halpin,Jr,P,11,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021
28,Jack Haley,Fr,P,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021
2,Ramon Vingochea,So,INF,10,5,2,21,5,0,0,5,0,1,3,0,0,1,8,0,0,0,1,0,2021
9,Alonso Bibiano,Sr,OF,10,5,4,18,5,0,0,8,1,7,6,0,0,2,4,0,0,2,0,0,2021
21,Ryan Johnston,Jr,P,7,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021
26,Andrew Pollum,Fr,C,6,3,0,9,1,0,0,1,0,0,3,0,0,0,1,0,0,0,0,0,2021
46,Rylan Meek,Jr,INF,5,2,0,11,2,0,0,2,0,2,2,0,1,0,2,0,0,0,0,0,2021
39,Jesse Barker,Fr,P,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021
4,Cole  Fiori,Sr,INF,2,2,0,5,0,0,0,0,0,0,2,0,0,0,1,0,1,0,0,0,2021
44,Cade White,Fr,INF,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021
33,Dave Matthews,Sr,INF,43,43,33,167,49,14,0,84,7,33,23,4,1,0,37,2,3,1,13,1,2021
14,Jay Devito,Jr,INF,43,43,41,156,52,5,1,59,0,25,46,5,0,2,41,2,3,2,6,0,2021
3,Sam Loda,Jr,C,43,42,26,150,37,11,0,51,1,34,24,8,4,1,33,4,0,0,3,0,2021
32,Noah Martinez,Fr,INF,42,42,35,167,51,8,2,84,7,37,26,1,3,0,47,2,0,0,0,0,2021
1,Dan Covino,So,INF,36,34,32,139,41,10,0,63,4,31,22,3,3,1,23,1,0,1,9,0,2021
2,Mike Torneiro,Fr,OF,35,25,19,108,35,6,0,41,0,11,4,5,2,3,10,0,2,0,6,0,2021
8,Hunter Pasqualini,Fr,INF,33,28,20,96,27,2,1,31,0,11,15,4,0,7,20,1,1,0,3,0,2021
11,Matt Bertochi,Jr,INF,31,27,20,98,30,5,0,38,1,16,11,1,0,4,23,1,2,0,3,0,2021
5,Buddy Dewaine,Sr,INF,30,30,25,117,38,8,0,61,5,23,14,4,1,0,19,2,0,0,3,0,2021
31,Peyton Stephens,Jr,UT,27,23,9,80,15,2,0,29,4,12,9,1,0,4,36,2,2,0,1,0,2021
15,Elliot Good,Fr,INF,25,21,8,71,16,5,0,21,0,5,5,1,0,3,20,0,1,1,1,0,2021
7,Jeff Nicol,Fr,C,19,12,7,49,15,0,1,20,1,15,6,1,0,0,20,0,1,0,0,0,2021
6,Jake Neuman,Fr,P,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021
26,Dominic Niman,Fr,P,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021
38,Dylan Sabia,Jr,P,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021
35,Andrew Braun,Sr,P,15,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021
23,Brandon Fox,Sr,P,14,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021
21,Jack Nolan,So,INF,13,9,4,30,5,1,0,9,1,3,6,0,1,0,15,1,0,0,1,0,2021
17,Anthony Mozzicato,Fr,P,13,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021
24,Dan Hussey,Fr,OF,12,3,2,15,3,1,0,7,1,2,0,0,0,0,5,1,0,0,0,0,2021
21,Tim Buchek,So,P,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021
16,Dylan Benton,So,P,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021
12,Dylan Sanchez,So,INF,10,1,2,8,2,0,0,2,0,3,2,1,1,0,1,0,0,0,0,0,2021
19,Joe Rios,Fr,OF,9,3,0,12,1,0,0,1,0,0,2,0,0,0,6,0,0,0,0,0,2021
25,Matt Shane,Jr,P,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021
10,Tj Wainwright,Fr,INF,6,2,1,11,1,0,0,1,0,0,0,1,0,1,7,0,0,0,0,0,2021
41,Randy Reyes,Fr,P,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021
42,Christian Layne,Jr,OF,5,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021
34,Patrick Reilly,Fr,P,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021
43,Jack Kelley,Fr,P,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021
6,Tom Josten,So,INF,61,57,34,194,49,9,1,84,8,31,48,11,0,0,52,1,4,4,12,3,2021
7,Jordan Rathbone,Sr,UT,61,61,56,238,71,9,2,132,16,54,22,21,3,1,55,3,3,1,8,0,2021
24,Alex Freeland,Fr,INF,60,60,44,219,63,10,0,94,7,37,40,3,2,3,60,3,2,2,3,2,2021
40,Ben Mccabe,So,C,60,60,40,231,56,11,1,105,12,56,26,5,2,1,68,5,2,1,7,0,2021
44,Josh Crouch,Jr,C,59,58,45,209,65,10,0,120,15,36,39,7,0,4,41,5,1,0,0,1,2021
27,Gephry  Pena,So,OF,56,56,39,214,62,9,2,87,4,26,32,10,1,3,63,2,3,2,27,0,2021
42,John Montes,Fr,INF,54,44,18,167,46,10,0,65,3,29,7,7,3,7,29,2,3,0,3,0,2021
29,Pablo Ruiz,Fr,UT,54,54,30,193,51,10,3,76,3,32,16,5,1,2,51,2,4,3,9,0,2021
26,Andrew Brait,Fr,INF,37,36,19,121,31,2,0,33,0,12,15,5,2,1,32,4,0,0,2,0,2021
5,Trent Taylor,Jr,UT,33,7,12,38,8,0,1,16,2,4,5,0,0,0,17,0,2,0,5,0,2021
39,Connor Allen,So,INF,30,7,6,37,6,2,0,17,3,8,2,1,1,1,15,0,0,0,1,1,2021
21,Noah Orlando,Jr,INF,30,11,8,45,5,1,0,6,0,3,9,2,0,0,15,1,1,0,4,0,2021
13,Billy Mckay,Jr,P,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021
17,Nick Romano,Jr,INF,27,19,9,70,12,4,0,22,2,10,9,1,0,1,24,0,0,0,0,0,2021
37,Ben Vespi,Fr,P,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021
18,Zack Hunsicker,So,P,22,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021
15,Zack Bennett,Fr,P,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021
16,Hunter Patteson,Fr,P,21,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021
1,David Litchfield,Jr,P,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021
12,Jack Sinclair,Jr,P,17,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021
2,Matt Archer,Fr,INF,15,15,8,57,16,1,1,22,1,8,4,2,0,0,8,2,0,0,5,0,2021
8,Aj Jones,Sr,P,14,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021
35,Nick Vieira,Fr,P,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021
28,Ryan Saltonstall,Jr,P,12,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021
11,Kenny Serwa,Sr,P,12,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021
3,Nick Gottilla,Fr,P,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021
32,Ben Rushing,Fr,UT,9,4,2,19,4,1,0,5,0,0,3,0,0,0,11,1,0,0,0,0,2021
10,Colton Gordon,So,P,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021
25,Nolan Lepkoske,Fr,P,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021
31,Elijah Mccormack,Fr,P,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021
44,Jakob Marsee,Sr,OF,60,60,50,209,58,10,2,84,4,29,37,6,3,6,37,7,3,1,7,0,2021
1,Mario Camilletti,Jr,INF,60,59,61,194,64,15,0,88,3,45,61,11,5,1,42,3,0,0,8,0,2021
5,Zach Gilles,Sr,OF,60,60,48,195,70,7,4,85,0,42,47,4,4,11,22,6,3,1,23,0,2021
10,Justin Simpson,So,INF,59,56,42,169,55,11,1,68,0,45,44,5,2,5,53,1,5,2,12,0,2021
3,Zach Heeke,Sr,INF,56,54,33,182,56,7,2,79,4,34,26,9,0,5,49,3,1,0,5,0,2021
30,Chase Rollin,Sr,OF,56,47,31,150,40,7,0,56,3,30,16,15,2,5,26,4,0,0,6,0,2021
24,Aidan Shepardson,So,INF,53,34,25,96,23,7,0,30,0,19,14,9,2,5,13,2,1,0,0,0,2021
20,Garrett Navarra,Jr,OF,53,50,36,167,46,6,1,66,4,40,28,2,7,2,29,6,1,1,8,1,2021
9,Zach Lechnir,So,INF,41,17,16,81,21,4,0,25,0,15,16,4,3,1,27,2,0,0,2,0,2021
23,Nick Dardas,So,INF,38,24,10,48,9,5,0,14,0,10,6,5,0,9,13,2,0,0,2,0,2021
4,Drew Lechnir,So,OF,36,16,14,60,17,3,1,22,0,9,15,3,0,3,16,0,0,0,6,0,2021
21,Griffin Lockwood-Powell,Sr,C,33,26,13,102,27,1,1,39,3,18,14,3,2,0,24,4,0,0,0,1,2021
25,Danny Wuestenfeld,Fr,INF,29,10,10,50,12,1,1,15,0,5,5,5,0,0,17,3,1,0,0,0,2021
36,Drew Stengren,Fr,C,26,13,6,29,4,0,0,4,0,3,7,0,0,2,8,0,0,0,0,0,2021
26,Colton  Coca,Fr,INF,24,10,3,47,10,4,0,17,1,13,3,0,1,0,13,3,0,0,0,1,2021
19,Kade Preston,Jr,C,20,4,4,30,5,2,1,9,0,6,2,1,0,0,15,0,0,0,0,0,2021
7,Ian Leatherman,Jr,P,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021
8,Jacob Donahue,Fr,OF,20,0,5,9,2,0,0,2,0,2,1,0,0,0,1,0,0,0,0,0,2021
2,Grant Frazer,Sr,INF,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021
6,Jordan Patty,Sr,P,15,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021
18,Logan Buczkowski,Sr,P,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021
31,Andrew Taylor,So,P,15,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021
11,Cameron Brown,Sr,P,15,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021
13,Ben  Vitas,Fr,P,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021
37,J.T. Rogoszewski,Sr,P,12,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021
22,Ryan Palmblad,Jr,P,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021
28,Aaron Husson,Sr,P,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021
27,Shane Ryan,So,INF,7,0,1,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2021
15,Ryan Culley,So,P,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021
49,Clayton Brock,So,P,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021
38,Drew Alsobrooks,So,P,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021
29,Kurt Paldino,Sr,OF,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2021
46,Aaron Esparza,Sr,INF,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2021
40,Garrett Willis,Jr,P,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021
4,Reid Hardwick,Sr,INF,44,44,24,149,35,7,0,48,2,25,18,10,4,6,31,2,2,1,4,0,2021
11,Connor Aldrich,Fr,INF,43,42,21,151,41,6,0,50,1,22,15,3,0,1,35,4,0,1,0,0,2021
0,Tyrell Brewer,Fr,INF,43,40,29,139,42,9,1,53,0,12,30,7,2,1,33,2,1,4,9,0,2021
21,Houston Parker,Jr,INF,41,40,26,146,43,9,2,62,2,19,14,14,2,1,31,3,0,0,8,0,2021
31,Johnny Oliveira,So,OF,40,30,22,122,38,5,3,55,2,25,5,5,2,0,24,2,2,0,3,0,2021
26,Dylan Stewart,Fr,INF,40,29,15,91,23,4,4,38,1,12,12,2,1,4,28,0,1,1,3,0,2021
24,Kyle Sandstrom,Sr,OF,39,39,25,148,41,5,1,51,1,24,21,2,2,0,20,4,6,1,12,0,2021
32,Andrew Bullock,Sr,INF,37,28,22,106,29,4,0,54,7,24,23,2,1,0,29,2,2,0,2,0,2021
28,Sam Trend-Beacom,Sr,1B,36,17,7,60,14,2,0,19,1,8,10,2,1,0,14,1,0,0,0,0,2021
8,Christian Maggio,Jr,C,35,23,10,84,20,1,0,21,0,7,10,4,0,0,10,3,0,0,2,0,2021
25,Derek Horton,Sr,OF,33,10,9,39,10,4,0,17,1,5,8,1,1,1,12,0,0,0,4,0,2021
43,Mj Sasapan,Jr,UT,32,11,5,52,10,2,0,12,0,5,8,2,1,1,10,1,2,1,1,0,2021
2,Alex Andronica,Sr,INF,29,10,5,35,6,1,0,7,0,3,7,1,1,1,15,0,2,0,6,0,2021
16,Brooks Bryan,So,C,28,21,12,71,18,5,0,26,1,10,8,3,1,0,19,1,2,0,1,0,2021
6,Dante Blakeney,Sr,OF,23,8,6,40,7,0,1,12,1,5,2,2,0,0,9,1,0,0,0,0,2021
22,Bradyn Kail,Sr,P,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021
9,Josh Asbill,Jr,INF,21,3,1,20,1,0,0,1,0,0,3,0,0,0,6,0,0,0,0,0,2021
35,Jordan Bridges,Jr,P,20,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021
45,Krishna Raj,So,P,15,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021
34,John Sendziak,Jr,P,15,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021
50,Sam Massey,Fr,P,14,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021
27,Hunter Mcintosh,Sr,P,14,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021
17,Rj Petit,So,P,14,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021
18,Christian Baker,Fr,P,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021
20,Connor Yoder,Sr,P,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021
42,Daniel Padysak,So,P,12,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021
49,Sam Hunt,Sr,P,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021
46,Jack Dungan,So,P,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021
14,Chase Gockel,So,P,7,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021
29,Holden Tucker,Fr,P,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021
