date,field,runs_scored,runs_allowed,opponent,run_difference
2021-06-04,@Notre Dame,10,0,Central Michigan,10
2021-06-05,@Connecticut,26,3,Connecticut,23
2021-06-06,@Notre Dame,14,2,Central Michigan,12
2021-06-12,@Mississippi State,8,9,Mississippi State,-1
2021-06-13,@Notre Dame,9,1,Mississippi State,8
2021-06-14,@Mississippi State,7,11,Mississippi State,-4
2021-02-22,@Middle Tennessee State,4,7,Middle Tennessee State,-3
2021-02-23,@Middle Tennessee State,5,2,Middle Tennessee State,3
2021-02-23,@Middle Tennessee State,1,8,Middle Tennessee State,-7
2021-02-26,@Longwood,12,0,Longwood,12
2021-02-27,@Longwood,2,1,Longwood,1
2021-02-27,@Longwood,2,3,Longwood,-1
2021-02-28,@Longwood,10,5,Longwood,5
2021-03-05,@Dayton,1,10,Dayton,-9
2021-03-06,@Dayton,2,1,Dayton,1
2021-03-06,@Dayton,5,3,Dayton,2
2021-03-07,@Dayton,6,7,Dayton,-1
2021-03-12,@Northern Kentucky,9,6,Northern Kentucky,3
2021-03-13,@Northern Kentucky,1,2,Northern Kentucky,-1
2021-03-13,@Northern Kentucky,12,15,Northern Kentucky,-3
2021-03-14,@Northern Kentucky,5,18,Northern Kentucky,-13
2021-03-19,@IPFW,9,3,IPFW,6
2021-03-20,@IPFW,3,6,IPFW,-3
2021-03-20,@IPFW,4,5,IPFW,-1
2021-03-21,@IPFW,7,8,IPFW,-1
2021-03-26,@Oakland,2,8,Illinois-Chicago,-6
2021-03-27,@Oakland,6,11,Illinois-Chicago,-5
2021-03-28,@Oakland,2,5,Illinois-Chicago,-3
2021-03-28,@Oakland,2,15,Illinois-Chicago,-13
2021-04-02,@Oakland,5,8,Wisconsin-Milwaukee,-3
2021-04-02,@Oakland,2,15,Wisconsin-Milwaukee,-13
2021-04-03,@Oakland,8,5,Wisconsin-Milwaukee,3
2021-04-03,@Oakland,13,14,Wisconsin-Milwaukee,-1
2021-04-23,@Youngstown State,3,4,Youngstown State,-1
2021-04-23,@Youngstown State,6,12,Youngstown State,-6
2021-04-24,@Youngstown State,3,4,Youngstown State,-1
2021-04-25,@Youngstown State,6,18,Youngstown State,-12
2021-04-30,@Wisconsin-Milwaukee,8,2,Wisconsin-Milwaukee,6
2021-05-01,@Wisconsin-Milwaukee,5,2,Wisconsin-Milwaukee,3
2021-05-01,@Wisconsin-Milwaukee,3,21,Wisconsin-Milwaukee,-18
2021-05-02,@Wisconsin-Milwaukee,8,6,Wisconsin-Milwaukee,2
2021-05-07,@Oakland,9,6,Northern Kentucky,3
2021-05-08,@Oakland,15,2,Northern Kentucky,13
2021-05-08,@Oakland,6,8,Northern Kentucky,-2
2021-05-09,@Oakland,5,3,Northern Kentucky,2
2021-05-14,@Wright State,0,16,Wright State,-16
2021-05-14,@Wright State,4,7,Wright State,-3
2021-05-15,@Wright State,6,14,Wright State,-8
2021-05-15,@Wright State,7,8,Wright State,-1
2021-05-21,@Oakland,17,13,IPFW,4
2021-05-21,@Oakland,4,12,IPFW,-8
2021-05-22,@Oakland,6,5,IPFW,1
2021-05-22,@Oakland,17,10,IPFW,7
2021-02-19,@Radford,3,7,Radford,-4
2021-02-20,@Radford,2,4,Radford,-2
2021-02-21,@Radford,7,5,Radford,2
2021-02-26,@Ohio,6,0,Morehead State,6
2021-02-26,@Ohio,1,3,Morehead State,-2
2021-03-05,@Ohio,14,3,Wisconsin-Milwaukee,11
2021-03-06,@Ohio,3,1,Wisconsin-Milwaukee,2
2021-03-06,@Ohio,6,4,Wisconsin-Milwaukee,2
2021-03-07,@Ohio,3,2,Wisconsin-Milwaukee,1
2021-03-09,@Morehead State,9,12,Morehead State,-3
2021-03-20,@Ohio,2,1,Bowling Green State,1
2021-03-21,@Ohio,2,6,Bowling Green State,-4
2021-03-21,@Ohio,2,5,Bowling Green State,-3
2021-03-22,@Ohio,5,11,Bowling Green State,-6
2021-03-26,@Ohio,5,1,Central Michigan,4
2021-03-27,@Ohio,4,3,Central Michigan,1
2021-03-27,@Ohio,2,12,Central Michigan,-10
2021-03-28,@Ohio,3,14,Central Michigan,-11
2021-04-02,@Toledo,13,2,Toledo,11
2021-04-03,@Toledo,5,6,Toledo,-1
2021-04-03,@Toledo,11,6,Toledo,5
2021-04-04,@Toledo,6,7,Toledo,-1
2021-04-09,@Ohio,6,3,Eastern Michigan,3
2021-04-10,@Ohio,2,1,Eastern Michigan,1
2021-04-10,@Ohio,4,3,Eastern Michigan,1
2021-04-11,@Ohio,3,2,Eastern Michigan,1
2021-04-16,@Northern Illinois,19,5,Northern Illinois,14
2021-04-17,@Northern Illinois,1,9,Northern Illinois,-8
2021-04-17,@Northern Illinois,9,10,Northern Illinois,-1
2021-04-18,@Northern Illinois,10,6,Northern Illinois,4
2021-04-23,@Ohio,12,2,IPFW,10
2021-04-23,@Ohio,5,2,IPFW,3
2021-04-24,@Ohio,9,1,IPFW,8
2021-04-30,@Kent State,2,3,Kent State,-1
2021-05-01,@Kent State,4,10,Kent State,-6
2021-05-01,@Kent State,12,6,Kent State,6
2021-05-02,@Kent State,12,1,Kent State,11
2021-05-07,@Ohio,3,1,"Miami, Ohio",2
2021-05-07,@Ohio,1,0,"Miami, Ohio",1
2021-05-08,@Ohio,5,11,"Miami, Ohio",-6
2021-05-08,@Ohio,1,6,"Miami, Ohio",-5
2021-05-14,@Akron,2,4,Akron,-2
2021-05-15,@Akron,4,0,Akron,4
2021-05-15,@Akron,1,3,Akron,-2
2021-05-16,@Akron,8,9,Akron,-1
2021-05-21,@Ohio,3,4,Ball State,-1
2021-05-22,@Ohio,2,9,Ball State,-7
2021-05-22,@Ohio,5,1,Ball State,4
2021-05-23,@Ohio,9,7,Ball State,2
2021-05-28,@Western Michigan,8,5,Western Michigan,3
2021-05-29,@Western Michigan,3,4,Western Michigan,-1
2021-05-29,@Western Michigan,2,4,Western Michigan,-2
2021-05-30,@Western Michigan,3,6,Western Michigan,-3
2021-03-05,@Illinois,6,3,Illinois,3
2021-03-06,@Illinois,12,6,Illinois,6
2021-03-06,@Illinois,6,5,Illinois,1
2021-03-07,@Illinois,0,8,Illinois,-8
2021-03-12,@Nebraska,4,10,Nebraska,-6
2021-03-12,@Iowa,0,4,Iowa,-4
2021-03-13,@Ohio State,7,4,Iowa,3
2021-03-14,@Nebraska,6,4,Nebraska,2
2021-03-20,@Rutgers,5,6,Rutgers,-1
2021-03-21,@Rutgers,0,2,Rutgers,-2
2021-03-22,@Rutgers,4,1,Rutgers,3
2021-03-26,@Ohio State,8,2,Iowa,6
2021-03-27,@Ohio State,1,5,Iowa,-4
2021-03-28,@Ohio State,5,4,Maryland,1
2021-03-29,@Ohio State,3,9,Maryland,-6
2021-04-02,@Ohio State,3,2,Indiana,1
2021-04-03,@Ohio State,6,0,Indiana,6
2021-04-03,@Ohio State,5,2,Indiana,3
2021-04-04,@Ohio State,4,3,Indiana,1
2021-04-09,@Michigan,7,4,Michigan,3
2021-04-10,@Michigan,0,7,Michigan,-7
2021-04-11,@Michigan,7,16,Michigan,-9
2021-04-16,@Maryland,6,10,Maryland,-4
2021-04-17,@Maryland,4,5,Maryland,-1
2021-04-18,@Maryland,4,9,Maryland,-5
2021-04-23,@Ohio State,11,6,Penn State,5
2021-04-24,@Ohio State,7,0,Penn State,7
2021-04-25,@Ohio State,6,10,Penn State,-4
2021-04-30,@Ohio State,11,3,Purdue,8
2021-05-01,@Ohio State,12,2,Purdue,10
2021-05-02,@Ohio State,15,16,Purdue,-1
2021-05-11,@Purdue,5,1,Purdue,4
2021-05-14,@Ohio State,7,10,Michigan State,-3
2021-05-15,@Ohio State,0,2,Michigan State,-2
2021-05-16,@Ohio State,7,3,Michigan State,4
2021-05-22,@Ohio State,9,11,Nebraska,-2
2021-05-23,@Nebraska,0,9,Nebraska,-9
2021-05-23,@Indiana,3,1,Indiana,2
2021-05-24,@Indiana,0,2,Indiana,-2
2021-05-28,@Ohio State,13,10,Northwestern,3
2021-05-29,@Ohio State,4,1,Northwestern,3
2021-05-30,@Ohio State,2,8,Northwestern,-6
2021-02-21,@Oklahoma,3,6,Nebraska-Omaha,-3
2021-02-22,@Oklahoma,8,5,Nebraska-Omaha,3
2021-02-23,@Oklahoma,5,9,Stephen F. Austin State,-4
2021-02-24,@Texas-Arlington,7,1,Texas-Arlington,6
2021-02-26,@Oklahoma,4,3,Auburn,1
2021-02-27,@Texas A&M,1,8,Texas A&M,-7
2021-02-28,@Baylor,9,3,Baylor,6
2021-03-04,@Oklahoma,13,20,Arizona,-7
2021-03-05,@Arizona,1,12,Arizona,-11
2021-03-06,@Oklahoma,16,6,Missouri,10
2021-03-07,@Dallas Baptist,3,9,Dallas Baptist,-6
2021-03-09,@Oklahoma,15,5,Texas-Arlington,10
2021-03-14,@Oklahoma,14,15,Arkansas State,-1
2021-03-14,@Oklahoma,9,1,Arkansas State,8
2021-03-15,@Oklahoma,12,6,Arkansas State,6
2021-03-16,@Arkansas,8,5,Arkansas,3
2021-03-19,@Oklahoma,7,2,Houston,5
2021-03-20,@Oklahoma,19,1,Houston,18
2021-03-21,@Oklahoma,12,2,Houston,10
2021-03-24,@Texas State,2,5,Texas State,-3
2021-03-26,@Texas,3,4,Texas,-1
2021-03-27,@Texas,6,11,Texas,-5
2021-03-28,@Texas,3,2,Texas,1
2021-03-30,@Oklahoma State,4,5,Oklahoma State,-1
2021-04-02,@Oklahoma,7,11,Texas Christian,-4
2021-04-03,@Oklahoma,6,17,Texas Christian,-11
2021-04-04,@Oklahoma,3,7,Texas Christian,-4
2021-04-06,@Oklahoma,14,12,Oral Roberts,2
2021-04-09,@Oklahoma,10,4,Kansas,6
2021-04-10,@Oklahoma,7,8,Kansas,-1
2021-04-11,@Oklahoma,14,3,Kansas,11
2021-04-14,@Oklahoma,6,0,Texas Southern,6
2021-04-14,@Oklahoma,5,1,Texas Southern,4
2021-04-17,@Kansas State,2,3,Kansas State,-1
2021-04-17,@Kansas State,6,4,Kansas State,2
2021-04-18,@Kansas State,3,8,Kansas State,-5
2021-04-24,@Oklahoma,1,4,Georgia Southern,-3
2021-04-24,@Oklahoma,2,3,Georgia Southern,-1
2021-04-25,@Oklahoma,14,4,Georgia Southern,10
2021-04-30,@Oklahoma State,16,2,Oklahoma State,14
2021-05-01,@Oklahoma,5,3,Oklahoma State,2
2021-05-02,@Oklahoma,7,8,Oklahoma State,-1
2021-05-04,@Texas Tech,4,14,Texas Tech,-10
2021-05-07,@West Virginia,1,7,West Virginia,-6
2021-05-08,@West Virginia,9,1,West Virginia,8
2021-05-08,@West Virginia,8,7,West Virginia,1
2021-05-11,@Oklahoma,3,7,Oklahoma State,-4
2021-05-14,@Oklahoma,9,8,Texas Tech,1
2021-05-15,@Oklahoma,2,15,Texas Tech,-13
2021-05-16,@Oklahoma,2,13,Texas Tech,-11
2021-05-20,@Baylor,5,9,Baylor,-4
2021-05-21,@Baylor,10,6,Baylor,4
2021-05-22,@Baylor,6,5,Baylor,1
2021-05-26,@Oklahoma State,5,9,Oklahoma State,-4
2021-05-27,@Texas,1,4,Texas,-3
2021-02-21,@Wichita State,3,1,Wichita State,2
2021-02-22,@Wichita State,14,6,Wichita State,8
2021-02-24,@Oklahoma State,7,2,Arkansas-Little Rock,5
2021-02-26,@Oklahoma State,3,2,Illinois State,1
2021-02-27,@Oklahoma State,8,2,Illinois State,6
2021-02-28,@Oklahoma State,6,0,Illinois State,6
2021-03-02,@Missouri State,7,0,Missouri State,7
2021-03-05,@Oklahoma State,11,5,Grand Canyon,6
2021-03-06,@Oklahoma State,3,0,Grand Canyon,3
2021-03-09,@Oral Roberts,5,0,Oral Roberts,5
2021-03-13,@Oklahoma State,0,5,Vanderbilt,-5
2021-03-13,@Oklahoma State,4,18,Vanderbilt,-14
2021-03-14,@Oklahoma State,10,6,Vanderbilt,4
2021-03-16,@Oklahoma State,6,13,Louisiana-Monroe,-7
2021-03-19,@Texas Tech,2,0,Texas Tech,2
2021-03-20,@Texas Tech,2,4,Texas Tech,-2
2021-03-21,@Texas Tech,5,6,Texas Tech,-1
2021-03-23,@Oklahoma State,8,11,Missouri State,-3
2021-03-26,@Oklahoma State,14,5,Kansas State,9
2021-03-27,@Oklahoma State,4,2,Kansas State,2
2021-03-28,@Oklahoma State,8,2,Kansas State,6
2021-03-30,@Oklahoma State,5,4,Oklahoma,1
2021-04-01,@Oklahoma State,3,4,West Virginia,-1
2021-04-02,@Oklahoma State,7,2,West Virginia,5
2021-04-03,@Oklahoma State,21,11,West Virginia,10
2021-04-10,@Oklahoma State,10,3,North Carolina-Wilmington,7
2021-04-10,@Oklahoma State,7,6,North Carolina-Wilmington,1
2021-04-11,@Oklahoma State,10,4,North Carolina-Wilmington,6
2021-04-16,@Texas Christian,8,9,Texas Christian,-1
2021-04-17,@Texas Christian,7,8,Texas Christian,-1
2021-04-18,@Texas Christian,6,12,Texas Christian,-6
2021-04-20,@Oklahoma State,28,0,Arkansas-Pine Bluff,28
2021-04-21,@Oklahoma State,12,2,Arkansas-Pine Bluff,10
2021-04-24,@Oklahoma State,2,5,Texas,-3
2021-04-24,@Oklahoma State,3,4,Texas,-1
2021-04-25,@Oklahoma State,7,3,Texas,4
2021-04-30,@Oklahoma State,2,16,Oklahoma,-14
2021-05-01,@Oklahoma,3,5,Oklahoma,-2
2021-05-02,@Oklahoma,8,7,Oklahoma,1
2021-05-07,@Kansas,13,4,Kansas,9
2021-05-08,@Kansas,19,0,Kansas,19
2021-05-09,@Kansas,7,8,Kansas,-1
2021-05-11,@Oklahoma,7,3,Oklahoma,4
2021-05-14,@Oklahoma State,8,7,Baylor,1
2021-05-15,@Oklahoma State,3,1,Baylor,2
2021-05-16,@Oklahoma State,3,9,Baylor,-6
2021-05-20,@Oklahoma State,9,6,New Orleans,3
2021-05-21,@Oklahoma State,15,1,New Orleans,14
2021-05-26,@Oklahoma State,9,5,Oklahoma,4
2021-05-28,@Oklahoma State,12,2,West Virginia,10
2021-05-29,@Texas,5,4,Texas,1
2021-05-30,@Texas Christian,7,10,Texas Christian,-3
2021-06-04,@Oklahoma State,4,14,UC Santa Barbara,-10
2021-06-05,@Grand Canyon,5,3,Grand Canyon,2
2021-06-06,@UC Santa Barbara,3,13,UC Santa Barbara,-10
2021-02-20,@Old Dominion,7,1,Norfolk State,6
2021-02-21,@Old Dominion,12,0,Norfolk State,12
2021-02-23,@Old Dominion,12,5,Norfolk State,7
2021-02-24,@Old Dominion,19,2,Norfolk State,17
2021-02-26,@Old Dominion,4,6,Rhode Island,-2
2021-02-27,@Old Dominion,5,6,Rhode Island,-1
2021-02-28,@Old Dominion,16,3,Rhode Island,13
2021-03-03,@East Carolina,6,5,East Carolina,1
2021-03-05,@Old Dominion,10,8,Northeastern,2
2021-03-06,@Old Dominion,5,6,Northeastern,-1
2021-03-07,@Old Dominion,3,2,Northeastern,1
2021-03-10,@William and Mary,8,2,William and Mary,6
2021-03-12,@Old Dominion,6,3,Ball State,3
2021-03-13,@Old Dominion,10,5,Ball State,5
2021-03-14,@Old Dominion,2,1,Ball State,1
2021-03-17,@Old Dominion,5,12,Virginia Commonwealth,-7
2021-03-20,@Richmond,4,3,Richmond,1
2021-03-23,@Virginia Commonwealth,5,3,Virginia Commonwealth,2
2021-03-26,@Old Dominion,12,15,Florida International,-3
2021-03-27,@Old Dominion,14,0,Florida International,14
2021-03-27,@Old Dominion,3,2,Florida International,1
2021-03-28,@Old Dominion,16,9,Florida International,7
2021-04-02,@Marshall,12,1,Marshall,11
2021-04-03,@Marshall,8,7,Marshall,1
2021-04-03,@Marshall,8,0,Marshall,8
2021-04-04,@Marshall,15,7,Marshall,8
2021-04-09,@Florida Atlantic,7,2,Florida Atlantic,5
2021-04-10,@Florida Atlantic,8,2,Florida Atlantic,6
2021-04-10,@Florida Atlantic,10,3,Florida Atlantic,7
2021-04-11,@Florida Atlantic,0,4,Florida Atlantic,-4
2021-04-16,@Old Dominion,11,4,Rice,7
2021-04-17,@Old Dominion,11,2,Rice,9
2021-04-17,@Old Dominion,2,11,Rice,-9
2021-04-18,@Old Dominion,4,1,Rice,3
2021-04-23,@North Carolina-Charlotte,9,5,North Carolina-Charlotte,4
2021-04-23,@North Carolina-Charlotte,4,5,North Carolina-Charlotte,-1
2021-04-25,@North Carolina-Charlotte,3,8,North Carolina-Charlotte,-5
2021-04-25,@North Carolina-Charlotte,1,7,North Carolina-Charlotte,-6
2021-04-30,@Old Dominion,8,3,North Carolina-Charlotte,5
2021-05-01,@Old Dominion,2,6,North Carolina-Charlotte,-4
2021-05-01,@Old Dominion,14,2,North Carolina-Charlotte,12
2021-05-02,@Old Dominion,10,0,North Carolina-Charlotte,10
2021-05-07,@Texas-San Antonio,14,11,Texas-San Antonio,3
2021-05-08,@Texas-San Antonio,10,12,Texas-San Antonio,-2
2021-05-08,@Texas-San Antonio,0,11,Texas-San Antonio,-11
2021-05-09,@Texas-San Antonio,6,2,Texas-San Antonio,4
2021-05-14,@Old Dominion,14,8,Western Kentucky,6
2021-05-15,@Old Dominion,6,7,Western Kentucky,-1
2021-05-15,@Old Dominion,6,3,Western Kentucky,3
2021-05-16,@Old Dominion,13,2,Western Kentucky,11
2021-05-20,@Louisiana Tech,10,8,Louisiana Tech,2
2021-05-21,@Louisiana Tech,8,7,Louisiana Tech,1
2021-05-26,@Old Dominion,11,2,Florida Atlantic,9
2021-05-27,@Old Dominion,10,6,Middle Tennessee State,4
2021-05-29,@Old Dominion,13,5,Florida Atlantic,8
2021-05-30,@Louisiana Tech,7,5,Louisiana Tech,2
2021-06-04,@Old Dominion,4,3,Jacksonville,1
2021-06-05,@South Carolina,2,1,South Carolina,1
2021-06-06,@Old Dominion,3,8,Virginia,-5
2021-06-08,@Virginia,3,4,Virginia,-1
2021-02-21,@Oral Roberts,3,4,Arkansas-Little Rock,-1
2021-02-22,@Oral Roberts,7,3,Arkansas-Little Rock,4
2021-02-23,@Oral Roberts,2,8,Missouri State,-6
2021-02-24,@Oral Roberts,11,14,Missouri State,-3
2021-02-26,@Oral Roberts,1,7,South Alabama,-6
2021-02-27,@Oral Roberts,9,2,South Alabama,7
2021-02-27,@Oral Roberts,3,4,South Alabama,-1
2021-03-02,@Oral Roberts,0,3,Wichita State,-3
2021-03-05,@Louisiana State,22,7,Louisiana State,15
2021-03-06,@Louisiana State,0,12,Louisiana State,-12
2021-03-07,@Louisiana State,3,1,Louisiana State,2
2021-03-09,@Oral Roberts,0,5,Oklahoma State,-5
2021-03-12,@Dallas Baptist,10,7,Dallas Baptist,3
2021-03-13,@Dallas Baptist,7,6,Dallas Baptist,1
2021-03-14,@Dallas Baptist,6,17,Dallas Baptist,-11
2021-03-16,@Missouri State,1,5,Missouri State,-4
2021-03-19,@St. Louis,14,7,St. Louis,7
2021-03-20,@St. Louis,2,6,St. Louis,-4
2021-03-21,@St. Louis,1,4,St. Louis,-3
2021-03-26,@Oral Roberts,5,4,North Dakota State,1
2021-03-26,@Oral Roberts,3,6,North Dakota State,-3
2021-03-27,@Oral Roberts,5,3,North Dakota State,2
2021-03-28,@Oral Roberts,7,9,North Dakota State,-2
2021-04-01,@Western Illinois,6,4,Western Illinois,2
2021-04-02,@Western Illinois,10,0,Western Illinois,10
2021-04-02,@Western Illinois,8,9,Western Illinois,-1
2021-04-03,@Western Illinois,18,5,Western Illinois,13
2021-04-06,@Oklahoma,12,14,Oklahoma,-2
2021-04-09,@Oral Roberts,6,1,Houston Baptist,5
2021-04-10,@Oral Roberts,3,1,Houston Baptist,2
2021-04-11,@Oral Roberts,0,2,Houston Baptist,-2
2021-04-16,@North Dakota State,8,6,North Dakota State,2
2021-04-17,@North Dakota State,11,14,North Dakota State,-3
2021-04-17,@North Dakota State,18,2,North Dakota State,16
2021-04-30,@Oral Roberts,14,4,South Dakota State,10
2021-05-01,@Oral Roberts,6,2,South Dakota State,4
2021-05-01,@Oral Roberts,1,0,South Dakota State,1
2021-05-02,@Oral Roberts,9,0,South Dakota State,9
2021-05-07,@Oral Roberts,4,5,Western Illinois,-1
2021-05-07,@Oral Roberts,3,2,Western Illinois,1
2021-05-08,@Oral Roberts,9,1,Western Illinois,8
2021-05-09,@Oral Roberts,10,0,Western Illinois,10
2021-05-14,@Nebraska-Omaha,2,1,Nebraska-Omaha,1
2021-05-14,@Nebraska-Omaha,12,3,Nebraska-Omaha,9
2021-05-15,@Nebraska-Omaha,17,12,Nebraska-Omaha,5
2021-05-20,@South Dakota State,11,8,South Dakota State,3
2021-05-20,@South Dakota State,4,3,South Dakota State,1
2021-05-21,@South Dakota State,3,4,South Dakota State,-1
2021-05-22,@South Dakota State,4,7,South Dakota State,-3
2021-05-27,@Oral Roberts,7,1,South Dakota State,6
2021-05-28,@South Dakota State,5,3,South Dakota State,2
2021-05-28,@Oral Roberts,0,5,North Dakota State,-5
2021-05-29,@North Dakota State,15,5,North Dakota State,10
2021-05-29,@Oral Roberts,6,11,North Dakota State,-5
2021-02-25,@Oregon,4,3,Seattle,1
2021-02-26,@Oregon,6,0,Seattle,6
2021-02-27,@Oregon,2,4,Seattle,-2
2021-02-28,@Oregon,4,8,Seattle,-4
2021-03-05,@UC Santa Barbara,7,6,UC Santa Barbara,1
2021-03-06,@UC Santa Barbara,17,2,UC Santa Barbara,15
2021-03-06,@UC Santa Barbara,5,4,UC Santa Barbara,1
2021-03-07,@UC Santa Barbara,9,4,UC Santa Barbara,5
2021-03-12,@Oregon State,7,0,Oregon State,7
2021-03-13,@Oregon State,3,0,Oregon State,3
2021-03-14,@Oregon State,1,3,Oregon State,-2
2021-03-19,@Oregon,3,6,Arizona State,-3
2021-03-20,@Oregon,7,1,Arizona State,6
2021-03-21,@Oregon,5,3,Arizona State,2
2021-03-23,@Oregon,10,1,Portland,9
2021-03-26,@Arizona,4,5,Arizona,-1
2021-03-27,@Arizona,2,15,Arizona,-13
2021-03-28,@Arizona,18,13,Arizona,5
2021-04-01,@Oregon,5,0,New Mexico State,5
2021-04-02,@Oregon,8,2,New Mexico State,6
2021-04-03,@Oregon,6,1,New Mexico State,5
2021-04-03,@Oregon,2,1,New Mexico State,1
2021-04-06,@Oregon,4,6,Portland,-2
2021-04-09,@Oregon,4,1,Oregon State,3
2021-04-10,@Oregon,5,1,Oregon State,4
2021-04-11,@Oregon,5,4,Oregon State,1
2021-04-14,@Portland,18,1,Portland,17
2021-04-16,@Southern California,5,9,Southern California,-4
2021-04-17,@Southern California,13,4,Southern California,9
2021-04-18,@Southern California,7,5,Southern California,2
2021-04-23,@Oregon,5,3,UCLA,2
2021-04-24,@Oregon,3,2,UCLA,1
2021-04-25,@Oregon,6,7,UCLA,-1
2021-04-27,@Oregon,11,7,San Jose State,4
2021-04-28,@Oregon,13,1,San Jose State,12
2021-04-30,@Washington State,13,0,Washington State,13
2021-05-01,@Washington State,1,11,Washington State,-10
2021-05-02,@Washington State,6,11,Washington State,-5
2021-05-07,@Oregon,8,0,Washington,8
2021-05-08,@Oregon,5,1,Washington,4
2021-05-09,@Oregon,9,3,Washington,6
2021-05-14,@Utah,7,3,Utah,4
2021-05-15,@Utah,16,3,Utah,13
2021-05-16,@Utah,9,2,Utah,7
2021-05-18,@Oregon,10,3,Gonzaga,7
2021-05-21,@Oregon,2,1,Stanford,1
2021-05-22,@Oregon,5,6,Stanford,-1
2021-05-23,@Oregon,5,8,Stanford,-3
2021-05-27,@California,11,5,California,6
2021-05-28,@California,3,10,California,-7
2021-05-29,@California,6,5,California,1
2021-06-04,@Oregon,13,10,Central Connecticut State,3
2021-06-05,@Gonzaga,7,3,Gonzaga,4
2021-06-06,@Oregon,1,4,Louisiana State,-3
2021-06-07,@Louisiana State,8,9,Louisiana State,-1
2021-02-19,@Oregon State,2,3,Kansas State,-1
2021-02-20,@Oregon State,14,1,New Mexico,13
2021-02-21,@Oregon State,20,4,Gonzaga,16
2021-02-22,@Oregon State,5,2,New Mexico,3
2021-02-25,@Grand Canyon,4,0,Grand Canyon,4
2021-02-26,@Grand Canyon,3,1,Grand Canyon,2
2021-02-27,@Grand Canyon,9,2,Grand Canyon,7
2021-02-28,@Grand Canyon,4,2,Grand Canyon,2
2021-03-04,@Oregon State,1,0,Brigham Young,1
2021-03-05,@Oregon State,5,3,Brigham Young,2
2021-03-06,@Oregon State,4,3,Brigham Young,1
2021-03-12,@Oregon State,0,7,Oregon,-7
2021-03-13,@Oregon State,0,3,Oregon,-3
2021-03-14,@Oregon State,3,1,Oregon,2
2021-03-19,@Oregon State,2,5,Washington State,-3
2021-03-20,@Oregon State,10,3,Washington State,7
2021-03-21,@Oregon State,9,8,Washington State,1
2021-03-23,@Oregon State,9,10,Santa Clara,-1
2021-03-24,@Oregon State,9,0,Santa Clara,9
2021-03-26,@Washington,3,0,Washington,3
2021-03-27,@Washington,8,1,Washington,7
2021-03-29,@Washington,13,3,Washington,10
2021-03-30,@Portland,7,1,Portland,6
2021-04-01,@Oregon State,4,3,Utah,1
2021-04-02,@Oregon State,17,3,Utah,14
2021-04-03,@Oregon State,3,5,Utah,-2
2021-04-05,@Oregon State,11,3,Gonzaga,8
2021-04-06,@Oregon State,2,5,Gonzaga,-3
2021-04-09,@Oregon,1,4,Oregon,-3
2021-04-10,@Oregon,1,5,Oregon,-4
2021-04-11,@Oregon,4,5,Oregon,-1
2021-04-16,@Oregon State,15,8,California,7
2021-04-17,@Oregon State,2,1,California,1
2021-04-18,@Oregon State,5,3,California,2
2021-04-20,@Oregon State,11,3,Portland,8
2021-04-23,@UC Irvine,7,5,UC Irvine,2
2021-04-24,@UC Irvine,9,11,UC Irvine,-2
2021-04-25,@UC Irvine,6,7,UC Irvine,-1
2021-04-27,@Loyola Marymount,8,2,Loyola Marymount,6
2021-04-28,@Loyola Marymount,8,5,Loyola Marymount,3
2021-04-30,@UCLA,5,6,UCLA,-1
2021-05-01,@UCLA,0,2,UCLA,-2
2021-05-02,@UCLA,5,3,UCLA,2
2021-05-07,@Oregon State,5,4,Southern California,1
2021-05-08,@Oregon State,9,7,Southern California,2
2021-05-09,@Oregon State,3,5,Southern California,-2
2021-05-14,@Arizona State,6,9,Arizona State,-3
2021-05-15,@Arizona State,5,11,Arizona State,-6
2021-05-16,@Arizona State,11,4,Arizona State,7
2021-05-18,@Portland,2,7,Portland,-5
2021-05-21,@Oregon State,4,12,Arizona,-8
2021-05-22,@Oregon State,3,1,Arizona,2
2021-05-23,@Oregon State,5,6,Arizona,-1
2021-05-27,@Stanford,0,1,Stanford,-1
2021-05-28,@Stanford,0,5,Stanford,-5
2021-05-29,@Stanford,9,1,Stanford,8
2021-06-04,@Oregon State,5,6,Dallas Baptist,-1
2021-06-05,@McNeese State,10,5,McNeese State,5
2021-06-06,@Texas Christian,3,2,Texas Christian,1
2021-06-06,@Oregon State,5,4,Dallas Baptist,1
2021-06-07,@Dallas Baptist,5,8,Dallas Baptist,-3
2021-02-19,@California,3,4,California,-1
2021-02-20,@California,6,3,California,3
2021-02-21,@Pacific,5,2,California,3
2021-02-22,@Pacific,7,6,California,1
2021-03-01,@Sacramento State,5,8,Sacramento State,-3
2021-03-05,@CSU Bakersfield,12,4,CSU Bakersfield,8
2021-03-06,@CSU Bakersfield,8,5,CSU Bakersfield,3
2021-03-06,@CSU Bakersfield,9,10,CSU Bakersfield,-1
2021-03-07,@CSU Bakersfield,1,2,CSU Bakersfield,-1
2021-03-12,@Pacific,1,3,St. Mary's,-2
2021-03-13,@Pacific,4,5,St. Mary's,-1
2021-03-13,@Pacific,3,4,St. Mary's,-1
2021-03-14,@St. Mary's,7,5,St. Mary's,2
2021-03-17,@Pacific,3,2,Fresno State,1
2021-03-19,@Pacific,2,12,Portland,-10
2021-03-20,@Pacific,3,9,Portland,-6
2021-03-21,@Pacific,5,18,Portland,-13
