date,field,runs_scored,runs_allowed,opponent,run_difference
2021-04-06,@Arizona,14,2,Arizona State,12
2021-04-09,@Arizona,5,1,California,4
2021-04-10,@Arizona,4,3,California,1
2021-04-11,@Arizona,1,9,California,-8
2021-04-13,@Grand Canyon,4,5,Grand Canyon,-1
2021-04-16,@Washington State,2,21,Washington State,-19
2021-04-17,@Washington State,13,8,Washington State,5
2021-04-18,@Washington State,14,8,Washington State,6
2021-04-20,@Arizona,11,4,New Mexico State,7
2021-04-23,@Arizona,8,5,Southern California,3
2021-04-24,@Arizona,10,6,Southern California,4
2021-04-25,@Arizona,8,4,Southern California,4
2021-04-30,@Arizona,11,1,Utah,10
2021-05-01,@Arizona,4,3,Utah,1
2021-05-02,@Arizona,15,3,Utah,12
2021-05-04,@Arizona,13,2,Grand Canyon,11
2021-05-07,@Stanford,4,5,Stanford,-1
2021-05-08,@Stanford,20,2,Stanford,18
2021-05-09,@Stanford,2,8,Stanford,-6
2021-05-14,@Arizona,17,16,Washington,1
2021-05-15,@Arizona,4,1,Washington,3
2021-05-16,@Arizona,11,2,Washington,9
2021-05-18,@Arizona,14,3,New Mexico State,11
2021-05-21,@Oregon State,12,4,Oregon State,8
2021-05-22,@Oregon State,1,3,Oregon State,-2
2021-05-23,@Oregon State,6,5,Oregon State,1
2021-05-27,@Arizona,4,2,Dixie State,2
2021-05-28,@Arizona,9,11,Dixie State,-2
2021-05-29,@Arizona,5,4,Dixie State,1
2021-06-04,@Arizona,12,6,Grand Canyon,6
2021-06-05,@UC Santa Barbara,4,0,UC Santa Barbara,4
2021-06-06,@Arizona,5,2,UC Santa Barbara,3
2021-06-11,@Arizona,9,3,Mississippi,6
2021-06-12,@Mississippi,3,12,Mississippi,-9
2021-06-13,@Arizona,16,3,Mississippi,13
2021-06-19,@Vanderbilt,6,7,Vanderbilt,-1
2021-06-21,@Arizona,5,14,Stanford,-9
2021-02-19,@Arizona State,2,4,Sacramento State,-2
2021-02-20,@Arizona State,2,1,Sacramento State,1
2021-02-21,@Arizona State,3,1,Sacramento State,2
2021-02-26,@Arizona State,2,3,Hawaii,-1
2021-02-27,@Arizona State,6,5,Hawaii,1
2021-02-27,@Arizona State,9,6,Hawaii,3
2021-03-02,@Arizona State,13,4,Nevada,9
2021-03-05,@Arizona State,4,3,Utah,1
2021-03-06,@Arizona State,4,1,Utah,3
2021-03-07,@Arizona State,5,0,Utah,5
2021-03-12,@Arizona State,10,0,Cal State Fullerton,10
2021-03-13,@Arizona State,6,4,Cal State Fullerton,2
2021-03-14,@Arizona State,5,2,Cal State Fullerton,3
2021-03-16,@Arizona State,9,10,Nevada-Las Vegas,-1
2021-03-19,@Oregon,6,3,Oregon,3
2021-03-20,@Oregon,1,7,Oregon,-6
2021-03-21,@Oregon,3,5,Oregon,-2
2021-03-26,@Arizona State,10,0,Washington State,10
2021-03-27,@Arizona State,5,4,Washington State,1
2021-03-28,@Arizona State,9,0,Washington State,9
2021-04-01,@Arizona State,5,10,Arizona,-5
2021-04-02,@Arizona State,6,7,Arizona,-1
2021-04-03,@Arizona State,3,2,Arizona,1
2021-04-06,@Arizona,2,14,Arizona,-12
2021-04-09,@Washington,3,2,Washington,1
2021-04-10,@Washington,8,1,Washington,7
2021-04-11,@Washington,6,13,Washington,-7
2021-04-16,@Arizona State,9,5,Stanford,4
2021-04-17,@Arizona State,9,11,Stanford,-2
2021-04-18,@Arizona State,5,13,Stanford,-8
2021-04-20,@Arizona State,13,10,Grand Canyon,3
2021-04-21,@Grand Canyon,1,4,Grand Canyon,-3
2021-04-23,@Utah,5,4,Utah,1
2021-04-24,@Utah,10,6,Utah,4
2021-04-25,@Utah,6,7,Utah,-1
2021-04-27,@Brigham Young,5,8,Brigham Young,-3
2021-04-30,@Arizona State,9,6,Rhode Island,3
2021-05-01,@Arizona State,8,6,Rhode Island,2
2021-05-02,@Arizona State,14,13,Rhode Island,1
2021-05-07,@California,2,7,California,-5
2021-05-08,@California,6,3,California,3
2021-05-09,@California,7,2,California,5
2021-05-11,@Nevada,14,11,Nevada,3
2021-05-14,@Arizona State,9,6,Oregon State,3
2021-05-15,@Arizona State,11,5,Oregon State,6
2021-05-16,@Arizona State,4,11,Oregon State,-7
2021-05-21,@Southern California,6,2,Southern California,4
2021-05-22,@Southern California,1,6,Southern California,-5
2021-05-23,@Southern California,10,7,Southern California,3
2021-05-27,@Arizona State,9,21,UCLA,-12
2021-05-28,@Arizona State,5,8,UCLA,-3
2021-05-29,@Arizona State,0,3,UCLA,-3
2021-06-04,@Arizona State,7,6,Fairfield,1
2021-06-05,@Texas,3,10,Texas,-7
2021-06-06,@Fairfield,7,9,Fairfield,-2
2021-02-20,@Texas Tech,13,9,Texas Tech,4
2021-02-21,@Arkansas,4,0,Texas,4
2021-02-22,@Texas Christian,4,1,Texas Christian,3
2021-02-25,@Arkansas,6,5,Southeast Missouri State,1
2021-02-26,@Arkansas,7,3,Southeast Missouri State,4
2021-02-27,@Arkansas,9,3,Southeast Missouri State,6
2021-02-28,@Arkansas,11,4,Southeast Missouri State,7
2021-03-05,@Arkansas,7,6,Murray State,1
2021-03-06,@Arkansas,11,6,Murray State,5
2021-03-07,@Arkansas,6,0,Murray State,6
2021-03-12,@Louisiana Tech,9,7,Louisiana Tech,2
2021-03-13,@Louisiana Tech,8,1,Louisiana Tech,7
2021-03-14,@Louisiana Tech,0,2,Louisiana Tech,-2
2021-03-16,@Arkansas,5,8,Oklahoma,-3
2021-03-19,@Arkansas,1,16,Alabama,-15
2021-03-20,@Arkansas,9,1,Alabama,8
2021-03-21,@Arkansas,3,1,Alabama,2
2021-03-23,@Arkansas,14,1,Memphis,13
2021-03-24,@Arkansas,9,4,Memphis,5
2021-03-26,@Mississippi State,8,2,Mississippi State,6
2021-03-27,@Mississippi State,11,5,Mississippi State,6
2021-03-28,@Mississippi State,6,4,Mississippi State,2
2021-03-30,@Arkansas,21,8,Central Arkansas,13
2021-04-01,@Arkansas,1,2,Auburn,-1
2021-04-02,@Arkansas,6,5,Auburn,1
2021-04-03,@Arkansas,6,5,Auburn,1
2021-04-06,@Arkansas,7,2,Arkansas-Little Rock,5
2021-04-07,@Arkansas,10,3,Arkansas-Little Rock,7
2021-04-10,@Mississippi,7,3,Mississippi,4
2021-04-10,@Mississippi,6,13,Mississippi,-7
2021-04-11,@Mississippi,18,14,Mississippi,4
2021-04-13,@Arkansas,12,4,Arkansas-Pine Bluff,8
2021-04-14,@Arkansas,26,1,Arkansas-Pine Bluff,25
2021-04-17,@Arkansas,13,0,Texas A&M,13
2021-04-17,@Arkansas,2,1,Texas A&M,1
2021-04-18,@Arkansas,10,11,Texas A&M,-1
2021-04-22,@South Carolina,6,1,South Carolina,5
2021-04-23,@South Carolina,2,6,South Carolina,-4
2021-04-23,@South Carolina,5,1,South Carolina,4
2021-04-30,@Louisiana State,7,0,Louisiana State,7
2021-05-01,@Louisiana State,4,5,Louisiana State,-1
2021-05-01,@Louisiana State,17,10,Louisiana State,7
2021-05-07,@Arkansas,3,0,Georgia,3
2021-05-08,@Arkansas,3,7,Georgia,-4
2021-05-09,@Arkansas,5,3,Georgia,2
2021-05-11,@Arkansas,8,4,Arkansas State,4
2021-05-14,@Tennessee,6,5,Tennessee,1
2021-05-15,@Tennessee,7,8,Tennessee,-1
2021-05-16,@Tennessee,3,2,Tennessee,1
2021-05-20,@Arkansas,6,1,Florida,5
2021-05-21,@Arkansas,4,3,Florida,1
2021-05-22,@Arkansas,9,3,Florida,6
2021-05-26,@Arkansas,11,2,Georgia,9
2021-05-27,@Arkansas,6,4,Vanderbilt,2
2021-05-29,@Mississippi,3,2,Mississippi,1
2021-05-30,@Tennessee,7,2,Tennessee,5
2021-06-04,@Arkansas,13,8,New Jersey Tech,5
2021-06-05,@Arkansas,5,1,Nebraska,4
2021-06-06,@Nebraska,3,5,Nebraska,-2
2021-06-07,@Arkansas,6,2,Nebraska,4
2021-06-11,@Arkansas,21,2,North Carolina State,19
2021-06-12,@North Carolina State,5,6,North Carolina State,-1
2021-06-13,@Arkansas,2,3,North Carolina State,-1
2021-02-24,@Mississippi,1,12,Mississippi,-11
2021-02-27,@Arkansas State,5,8,Tennessee-Martin,-3
2021-02-27,@Arkansas State,5,21,Tennessee-Martin,-16
2021-03-02,@Murray State,6,9,Murray State,-3
2021-03-05,@Abilene Christian,3,26,Abilene Christian,-23
2021-03-06,@Abilene Christian,5,6,Abilene Christian,-1
2021-03-07,@Abilene Christian,4,9,Abilene Christian,-5
2021-03-09,@Arkansas State,10,2,Missouri State,8
2021-03-10,@Arkansas State,7,3,Missouri State,4
2021-03-14,@Oklahoma,1,9,Oklahoma,-8
2021-03-14,@Oklahoma,15,14,Oklahoma,1
2021-03-15,@Oklahoma,6,12,Oklahoma,-6
2021-03-19,@Appalachian State,4,5,Appalachian State,-1
2021-03-20,@Appalachian State,3,8,Appalachian State,-5
2021-03-21,@Appalachian State,2,12,Appalachian State,-10
2021-03-23,@Arkansas State,3,1,Murray State,2
2021-03-26,@Illinois State,3,6,Illinois State,-3
2021-03-28,@Illinois State,9,10,Illinois State,-1
2021-03-28,@Illinois State,13,6,Illinois State,7
2021-04-01,@Arkansas State,10,2,Arkansas-Little Rock,8
2021-04-02,@Arkansas State,4,0,Arkansas-Little Rock,4
2021-04-03,@Arkansas State,10,6,Arkansas-Little Rock,4
2021-04-09,@Louisiana-Lafayette,3,10,Louisiana-Lafayette,-7
2021-04-10,@Louisiana-Lafayette,0,9,Louisiana-Lafayette,-9
2021-04-11,@Louisiana-Lafayette,16,11,Louisiana-Lafayette,5
2021-04-13,@Mississippi State,10,18,Mississippi State,-8
2021-04-16,@Arkansas State,5,7,Texas-Arlington,-2
2021-04-17,@Arkansas State,2,9,Texas-Arlington,-7
2021-04-18,@Arkansas State,5,3,Texas-Arlington,2
2021-04-20,@Central Arkansas,3,5,Central Arkansas,-2
2021-04-23,@Texas State,4,11,Texas State,-7
2021-04-24,@Texas State,5,6,Texas State,-1
2021-04-25,@Texas State,12,1,Texas State,11
2021-04-30,@Austin Peay State,12,7,Austin Peay State,5
2021-05-01,@Austin Peay State,11,5,Austin Peay State,6
2021-05-02,@Austin Peay State,9,4,Austin Peay State,5
2021-05-04,@Mississippi,12,15,Mississippi,-3
2021-05-07,@Arkansas State,6,1,Georgia Southern,5
2021-05-08,@Arkansas State,4,0,Georgia Southern,4
2021-05-08,@Arkansas State,2,3,Georgia Southern,-1
2021-05-11,@Arkansas,4,8,Arkansas,-4
2021-05-14,@Troy,4,12,Troy,-8
2021-05-15,@Troy,1,3,Troy,-2
2021-05-16,@Troy,9,5,Troy,4
2021-05-20,@Arkansas State,12,6,Louisiana-Monroe,6
2021-05-21,@Arkansas State,7,10,Louisiana-Monroe,-3
2021-05-22,@Arkansas State,4,6,Louisiana-Monroe,-2
2021-05-25,@Troy,9,6,Troy,3
2021-05-27,@Texas-Arlington,3,8,Texas-Arlington,-5
2021-02-21,@Oral Roberts,4,3,Oral Roberts,1
2021-02-22,@Oral Roberts,3,7,Oral Roberts,-4
2021-02-24,@Oklahoma State,2,7,Oklahoma State,-5
2021-02-26,@Arkansas-Little Rock,1,17,Eastern Illinois,-16
2021-02-26,@Arkansas-Little Rock,6,12,Eastern Illinois,-6
2021-02-27,@Arkansas-Little Rock,6,5,Eastern Illinois,1
2021-03-03,@Arkansas-Little Rock,5,3,Central Arkansas,2
2021-03-05,@North Alabama,4,6,North Alabama,-2
2021-03-06,@North Alabama,9,1,North Alabama,8
2021-03-07,@North Alabama,10,3,North Alabama,7
2021-03-12,@Auburn,0,7,Auburn,-7
2021-03-13,@Auburn,0,6,Auburn,-6
2021-03-14,@Auburn,12,6,Auburn,6
2021-03-19,@Arkansas-Little Rock,2,1,Texas State,1
2021-03-20,@Arkansas-Little Rock,12,0,Texas State,12
2021-03-21,@Arkansas-Little Rock,7,4,Texas State,3
2021-03-26,@Southern Illinois,7,10,Southern Illinois,-3
2021-03-27,@Southern Illinois,11,5,Southern Illinois,6
2021-03-28,@Southern Illinois,11,5,Southern Illinois,6
2021-03-31,@Arkansas-Little Rock,7,2,Arkansas-Pine Bluff,5
2021-04-01,@Arkansas State,2,10,Arkansas State,-8
2021-04-02,@Arkansas State,0,4,Arkansas State,-4
2021-04-03,@Arkansas State,6,10,Arkansas State,-4
2021-04-06,@Arkansas,2,7,Arkansas,-5
2021-04-07,@Arkansas,3,10,Arkansas,-7
2021-04-09,@Arkansas-Little Rock,7,3,South Alabama,4
2021-04-10,@Arkansas-Little Rock,4,2,South Alabama,2
2021-04-11,@Arkansas-Little Rock,9,8,South Alabama,1
2021-04-13,@Central Arkansas,2,4,Central Arkansas,-2
2021-04-17,@Louisiana-Monroe,2,0,Louisiana-Monroe,2
2021-04-18,@Louisiana-Monroe,3,5,Louisiana-Monroe,-2
2021-04-19,@Louisiana-Monroe,4,5,Louisiana-Monroe,-1
2021-04-20,@Mississippi,6,11,Mississippi,-5
2021-04-23,@Arkansas-Little Rock,8,2,Louisiana-Lafayette,6
2021-04-24,@Arkansas-Little Rock,4,3,Louisiana-Lafayette,1
2021-04-25,@Arkansas-Little Rock,4,7,Louisiana-Lafayette,-3
2021-05-01,@Texas-Arlington,0,1,Texas-Arlington,-1
2021-05-02,@Texas-Arlington,0,3,Texas-Arlington,-3
2021-05-02,@Texas-Arlington,4,5,Texas-Arlington,-1
2021-05-07,@Sam Houston State,5,3,Sam Houston State,2
2021-05-08,@Sam Houston State,4,9,Sam Houston State,-5
2021-05-09,@Sam Houston State,4,8,Sam Houston State,-4
2021-05-12,@Mississippi,4,9,Mississippi,-5
2021-05-14,@Arkansas-Little Rock,1,2,Appalachian State,-1
2021-05-15,@Arkansas-Little Rock,4,2,Appalachian State,2
2021-05-16,@Arkansas-Little Rock,0,5,Appalachian State,-5
2021-05-20,@Georgia State,7,3,Georgia State,4
2021-05-21,@Georgia State,0,5,Georgia State,-5
2021-05-22,@Georgia State,10,11,Georgia State,-1
2021-05-25,@Arkansas-Little Rock,1,15,Coastal Carolina,-14
2021-05-27,@Arkansas-Little Rock,2,6,South Alabama,-4
2021-02-23,@Tennessee,1,21,Tennessee,-20
2021-02-24,@Tennessee,6,14,Tennessee,-8
2021-02-26,@Jackson State,5,9,Jackson State,-4
2021-02-27,@Jackson State,2,13,Jackson State,-11
2021-02-28,@Jackson State,11,17,Jackson State,-6
2021-03-02,@Tarleton State,1,23,Tarleton State,-22
2021-03-03,@Tarleton State,6,16,Tarleton State,-10
2021-03-12,@Texas Southern,1,11,Texas Southern,-10
2021-03-13,@Texas Southern,14,10,Texas Southern,4
2021-03-13,@Texas Southern,14,3,Texas Southern,11
2021-03-16,@Texas Christian,2,20,Texas Christian,-18
2021-03-19,@Arkansas-Pine Bluff,2,5,Prairie View A&M,-3
2021-03-26,@Arkansas-Pine Bluff,8,11,Southern,-3
2021-03-27,@Arkansas-Pine Bluff,8,15,Southern,-7
2021-03-28,@Arkansas-Pine Bluff,5,7,Southern,-2
2021-03-31,@Arkansas-Little Rock,2,7,Arkansas-Little Rock,-5
2021-04-02,@Arkansas-Pine Bluff,1,11,Grambling State,-10
2021-04-03,@Arkansas-Pine Bluff,8,11,Grambling State,-3
2021-04-04,@Arkansas-Pine Bluff,5,7,Grambling State,-2
2021-04-06,@Kansas State,2,12,Kansas State,-10
2021-04-07,@Kansas State,0,12,Kansas State,-12
2021-04-13,@Arkansas,4,12,Arkansas,-8
2021-04-14,@Arkansas,1,26,Arkansas,-25
2021-04-17,@Arkansas-Pine Bluff,3,2,Texas Southern,1
2021-04-17,@Arkansas-Pine Bluff,2,11,Texas Southern,-9
2021-04-18,@Arkansas-Pine Bluff,6,5,Texas Southern,1
2021-04-20,@Oklahoma State,0,28,Oklahoma State,-28
2021-04-21,@Oklahoma State,2,12,Oklahoma State,-10
2021-04-24,@Prairie View A&M,1,8,Prairie View A&M,-7
2021-04-24,@Prairie View A&M,8,11,Prairie View A&M,-3
2021-04-25,@Prairie View A&M,7,15,Prairie View A&M,-8
2021-04-27,@Arkansas-Pine Bluff,2,3,Tennessee-Martin,-1
2021-04-30,@Southern,3,8,Southern,-5
2021-05-01,@Southern,5,11,Southern,-6
2021-05-01,@Southern,6,3,Southern,3
2021-05-07,@Grambling State,14,6,Grambling State,8
2021-05-08,@Grambling State,9,8,Grambling State,1
2021-05-08,@Grambling State,18,9,Grambling State,9
2021-02-19,@North Carolina Central,4,9,North Carolina Central,-5
2021-02-20,@North Carolina Central,1,8,North Carolina Central,-7
2021-02-21,@North Carolina Central,4,5,North Carolina Central,-1
2021-02-26,@Army,2,1,Austin Peay State,1
2021-02-27,@Army,5,2,Austin Peay State,3
2021-02-28,@Army,7,12,Austin Peay State,-5
2021-03-05,@Air Force,1,4,Air Force,-3
2021-03-06,@Army,1,12,Air Force,-11
2021-03-07,@Air Force,4,5,Air Force,-1
2021-03-13,@Army,1,4,Albany,-3
2021-03-13,@Army,12,4,Albany,8
2021-03-20,@Bucknell,5,14,Bucknell,-9
2021-03-20,@Bucknell,0,4,Bucknell,-4
2021-03-21,@Bucknell,14,3,Bucknell,11
2021-03-21,@Bucknell,1,7,Bucknell,-6
2021-03-27,@Army,6,5,Holy Cross,1
2021-03-27,@Army,7,3,Holy Cross,4
2021-03-30,@Army,3,2,Rhode Island,1
2021-04-03,@Army,5,4,Lafayette,1
2021-04-03,@Army,12,3,Lafayette,9
2021-04-04,@Lafayette,6,5,Lafayette,1
2021-04-04,@Lafayette,6,1,Lafayette,5
2021-04-06,@St. Joseph's,4,3,St. Joseph's,1
2021-04-13,@Fordham,2,3,Fordham,-1
2021-04-17,@Lehigh,6,2,Lehigh,4
2021-04-17,@Lehigh,5,4,Lehigh,1
2021-04-18,@Army,3,4,Lehigh,-1
2021-04-18,@Army,9,11,Lehigh,-2
2021-04-20,@Army,8,2,Fordham,6
2021-04-23,@Lafayette,13,14,Lafayette,-1
2021-04-23,@Lafayette,16,1,Lafayette,15
2021-04-24,@Army,6,5,Lafayette,1
2021-04-24,@Army,2,4,Lafayette,-2
2021-04-27,@Bryant,8,16,Bryant,-8
2021-05-01,@Holy Cross,3,4,Holy Cross,-1
2021-05-01,@Holy Cross,17,14,Holy Cross,3
2021-05-02,@Holy Cross,8,1,Holy Cross,7
2021-05-02,@Holy Cross,6,2,Holy Cross,4
2021-05-04,@Army,9,4,Sacred Heart,5
2021-05-05,@Fordham,11,8,Fordham,3
2021-05-08,@Army,7,8,Navy,-1
2021-05-08,@Army,6,1,Navy,5
2021-05-09,@Army,5,10,Navy,-5
2021-05-11,@Rhode Island,5,9,Rhode Island,-4
2021-05-11,@Rhode Island,8,1,Rhode Island,7
2021-05-15,@Army,1,10,Lafayette,-9
2021-05-15,@Army,8,6,Lafayette,2
2021-05-16,@Army,7,3,Lafayette,4
2021-05-26,@Lehigh,22,7,Lehigh,15
2021-05-27,@Lehigh,1,3,Lehigh,-2
2021-05-27,@Lehigh,6,1,Lehigh,5
2021-06-04,@Texas Tech,3,6,Texas Tech,-3
2021-06-05,@Army,6,13,UCLA,-7
2021-02-19,@Auburn,14,3,Presbyterian,11
2021-02-20,@Auburn,6,1,Presbyterian,5
2021-02-21,@Auburn,2,1,Presbyterian,1
2021-02-23,@Auburn,18,2,Alabama A&M,16
2021-02-24,@Auburn,33,0,Alabama A&M,33
2021-02-26,@Oklahoma,3,4,Oklahoma,-1
2021-02-27,@Auburn,6,12,Baylor,-6
2021-02-28,@Texas A&M,6,1,Texas A&M,5
2021-03-05,@Auburn,2,8,Boston College,-6
2021-03-06,@Auburn,16,1,Boston College,15
2021-03-07,@Auburn,9,11,Boston College,-2
2021-03-09,@Alabama-Birmingham,6,5,Alabama-Birmingham,1
2021-03-12,@Auburn,7,0,Arkansas-Little Rock,7
2021-03-13,@Auburn,6,0,Arkansas-Little Rock,6
2021-03-14,@Auburn,6,12,Arkansas-Little Rock,-6
2021-03-16,@Lipscomb,9,7,Lipscomb,2
2021-03-19,@Mississippi,0,1,Mississippi,-1
2021-03-20,@Mississippi,5,6,Mississippi,-1
2021-03-21,@Mississippi,11,19,Mississippi,-8
2021-03-26,@Auburn,6,8,Kentucky,-2
2021-03-27,@Auburn,6,7,Kentucky,-1
2021-03-27,@Auburn,4,6,Kentucky,-2
2021-04-01,@Arkansas,2,1,Arkansas,1
2021-04-02,@Arkansas,5,6,Arkansas,-1
2021-04-03,@Arkansas,5,6,Arkansas,-1
2021-04-09,@Auburn,5,6,Mississippi State,-1
2021-04-10,@Auburn,2,7,Mississippi State,-5
2021-04-11,@Auburn,10,19,Mississippi State,-9
2021-04-13,@Georgia Tech,7,3,Georgia Tech,4
2021-04-15,@Alabama,7,8,Alabama,-1
2021-04-16,@Alabama,5,4,Alabama,1
2021-04-17,@Alabama,9,10,Alabama,-1
2021-04-20,@Auburn,6,4,Samford,2
2021-04-21,@Auburn,8,7,Jacksonville State,1
2021-04-23,@Auburn,2,4,Florida,-2
2021-04-25,@Auburn,10,8,Florida,2
2021-04-25,@Auburn,4,6,Florida,-2
2021-04-29,@Georgia,0,4,Georgia,-4
2021-04-30,@Georgia,10,6,Georgia,4
2021-05-01,@Georgia,9,7,Georgia,2
2021-05-06,@Auburn,3,8,Louisiana State,-5
2021-05-07,@Auburn,6,9,Louisiana State,-3
2021-05-08,@Auburn,2,1,Louisiana State,1
2021-05-12,@Samford,1,6,Samford,-5
2021-05-14,@Auburn,5,4,Texas A&M,1
2021-05-15,@Auburn,9,11,Texas A&M,-2
2021-05-16,@Auburn,8,5,Texas A&M,3
2021-05-18,@Auburn,14,6,North Alabama,8
2021-05-20,@Missouri,15,6,Missouri,9
2021-05-21,@Missouri,3,0,Missouri,3
2021-05-22,@Missouri,6,7,Missouri,-1
2021-05-25,@Mississippi,4,7,Mississippi,-3
2021-02-20,@Dallas Baptist,2,13,Dallas Baptist,-11
2021-02-21,@Dallas Baptist,2,11,Dallas Baptist,-9
2021-02-22,@Dallas Baptist,2,12,Dallas Baptist,-10
2021-02-26,@Army,1,2,Army,-1
2021-02-27,@Army,2,5,Army,-3
2021-02-28,@Army,12,7,Army,5
2021-03-03,@Austin Peay State,3,5,Tennessee,-2
2021-03-05,@Northwestern State,8,10,Northwestern State,-2
2021-03-06,@Northwestern State,0,4,Northwestern State,-4
2021-03-07,@Northwestern State,3,2,Northwestern State,1
2021-03-13,@Austin Peay State,6,13,Tennessee Tech,-7
2021-03-14,@Austin Peay State,0,12,Tennessee Tech,-12
2021-03-14,@Austin Peay State,6,2,Tennessee Tech,4
2021-03-16,@Austin Peay State,2,4,Middle Tennessee State,-2
2021-03-19,@Southeast Missouri State,3,6,Southeast Missouri State,-3
2021-03-20,@Southeast Missouri State,5,6,Southeast Missouri State,-1
2021-03-20,@Southeast Missouri State,12,11,Southeast Missouri State,1
2021-03-23,@Bellarmine,9,1,Bellarmine,8
2021-03-26,@Austin Peay State,2,3,Belmont,-1
2021-03-26,@Austin Peay State,13,8,Belmont,5
2021-03-27,@Austin Peay State,11,8,Belmont,3
2021-03-30,@Lipscomb,7,14,Lipscomb,-7
2021-04-02,@Eastern Kentucky,15,9,Eastern Kentucky,6
2021-04-03,@Eastern Kentucky,3,1,Eastern Kentucky,2
2021-04-03,@Eastern Kentucky,4,9,Eastern Kentucky,-5
2021-04-06,@Southern Illinois,0,15,Southern Illinois,-15
2021-04-08,@Austin Peay State,13,4,Morehead State,9
2021-04-09,@Austin Peay State,9,14,Morehead State,-5
2021-04-09,@Austin Peay State,1,12,Morehead State,-11
2021-04-13,@Mississippi,1,13,Mississippi,-12
2021-04-16,@Tennessee-Martin,8,1,Tennessee-Martin,7
2021-04-17,@Tennessee-Martin,0,1,Tennessee-Martin,-1
2021-04-17,@Tennessee-Martin,10,6,Tennessee-Martin,4
2021-04-20,@Vanderbilt,0,7,Vanderbilt,-7
2021-04-23,@Austin Peay State,3,11,Southern Illinois-Edwardsville,-8
2021-04-23,@Austin Peay State,7,6,Southern Illinois-Edwardsville,1
2021-04-24,@Austin Peay State,7,6,Southern Illinois-Edwardsville,1
2021-04-27,@Austin Peay State,16,15,North Alabama,1
2021-04-28,@Austin Peay State,3,16,Southeast Missouri State,-13
2021-04-30,@Austin Peay State,7,12,Arkansas State,-5
2021-05-01,@Austin Peay State,5,11,Arkansas State,-6
2021-05-02,@Austin Peay State,4,9,Arkansas State,-5
2021-05-05,@Austin Peay State,10,3,Bellarmine,7
2021-05-07,@Eastern Illinois,7,5,Eastern Illinois,2
2021-05-07,@Eastern Illinois,4,7,Eastern Illinois,-3
2021-05-08,@Eastern Illinois,7,8,Eastern Illinois,-1
2021-05-11,@Belmont,5,4,Belmont,1
2021-05-14,@Austin Peay State,8,7,Jacksonville State,1
2021-05-15,@Austin Peay State,5,1,Jacksonville State,4
2021-05-15,@Austin Peay State,4,10,Jacksonville State,-6
2021-05-20,@Murray State,7,3,Murray State,4
2021-05-21,@Murray State,3,8,Murray State,-5
2021-05-21,@Murray State,9,3,Murray State,6
2021-05-27,@Southeast Missouri State,8,11,Southeast Missouri State,-3
2021-05-28,@Morehead State,3,1,Morehead State,2
2021-05-29,@Murray State,6,7,Murray State,-1
2021-02-19,@Arizona,0,3,Arizona,-3
2021-02-20,@Arizona,8,7,Arizona,1
2021-02-21,@Arizona,5,2,Arizona,3
2021-02-22,@Arizona,5,11,Arizona,-6
2021-02-26,@Bradley,4,3,Bradley,1
2021-02-26,@Ball State,5,0,Bradley,5
2021-02-27,@Bradley,0,6,Bradley,-6
2021-03-05,@Kentucky,3,2,Kentucky,1
2021-03-06,@Kentucky,0,6,Kentucky,-6
2021-03-07,@Kentucky,4,3,Kentucky,1
2021-03-12,@Old Dominion,3,6,Old Dominion,-3
2021-03-13,@Old Dominion,5,10,Old Dominion,-5
2021-03-14,@Old Dominion,1,2,Old Dominion,-1
2021-03-19,@Ball State,2,0,Western Michigan,2
2021-03-20,@Ball State,13,1,Western Michigan,12
2021-03-20,@Ball State,3,2,Western Michigan,1
2021-03-21,@Ball State,12,15,Western Michigan,-3
2021-03-26,@Ball State,7,6,Toledo,1
2021-03-27,@Ball State,3,6,Toledo,-3
2021-03-27,@Ball State,7,1,Toledo,6
2021-03-28,@Ball State,8,7,Toledo,1
2021-04-02,@Butler,7,2,Butler,5
2021-04-03,@Ball State,10,1,Butler,9
2021-04-03,@Ball State,16,10,Butler,6
2021-04-09,@Akron,7,3,Akron,4
2021-04-10,@Akron,10,0,Akron,10
2021-04-10,@Akron,4,2,Akron,2
2021-04-11,@Akron,13,2,Akron,11
2021-04-16,@Eastern Michigan,6,10,Eastern Michigan,-4
2021-04-17,@Eastern Michigan,1,2,Eastern Michigan,-1
2021-04-17,@Eastern Michigan,13,8,Eastern Michigan,5
2021-04-18,@Eastern Michigan,5,2,Eastern Michigan,3
2021-04-23,@Ball State,6,2,Northern Illinois,4
2021-04-23,@Ball State,3,1,Northern Illinois,2
2021-04-24,@Ball State,6,5,Northern Illinois,1
2021-04-25,@Ball State,11,1,Northern Illinois,10
2021-04-30,@Bowling Green State,12,0,Bowling Green State,12
2021-05-01,@Bowling Green State,6,2,Bowling Green State,4
2021-05-01,@Bowling Green State,11,7,Bowling Green State,4
2021-05-02,@Bowling Green State,5,8,Bowling Green State,-3
2021-05-07,@Central Michigan,3,7,Central Michigan,-4
2021-05-08,@Central Michigan,13,3,Central Michigan,10
2021-05-08,@Central Michigan,2,3,Central Michigan,-1
2021-05-09,@Central Michigan,8,7,Central Michigan,1
