Jersey,name,Yr,pos,GP,GS,App,GS,ERA,IP,CG,H,R,ER,BB,SO,SHO,BF,P-OAB,2B-A,3B-A,Bk,HR-A,WP,HB,IBB,Inh Run,Inh Run Score,SHA,SFA,Pitches,GO,FO,W,L,SV,KL,pickoffs,season
25,Derek Drees,Jr,P,8,0,8,0,6.48,8.1,0,8,7,6,8,14,0,44,32,5,0,0,0,2,2,0,3,2,1,1,100,4,7,1,0,0,7,0,2021
18,Cory Bosecker,So,P,8,1,8,1,6.32,15.2,0,17,13,11,8,17,0,83,62,1,1,1,0,4,8,0,4,3,3,2,114,14,16,0,0,0,8,0,2021
37,Jon Vore,So,P,8,2,8,2,10.12,13.1,0,24,15,15,12,15,0,74,60,9,0,0,2,4,0,2,3,1,2,0,162,12,11,0,2,0,4,0,2021
15,Greg Gilbert,Jr,P,7,0,7,0,5.87,7.2,0,12,7,5,4,3,0,40,34,1,2,0,0,1,1,1,10,7,1,0,60,8,11,0,0,0,2,0,2021
22,Benji Downs,So,P,6,0,6,0,6.14,7.1,0,11,5,5,6,6,0,37,31,2,0,0,2,3,0,0,2,1,0,0,48,9,5,0,0,0,3,0,2021
21,Nick Miketinac,Fr,P,4,1,4,1,7.36,7.1,0,10,7,6,3,5,0,37,31,3,0,0,0,1,2,0,0,0,1,0,55,10,6,0,0,0,2,1,2021
38,Grant Hurn,Jr,P,1,0,1,0,0.00,0.2,0,0,0,0,1,0,0,3,2,0,0,0,0,0,0,0,0,0,0,0,15,1,1,0,0,0,0,0,2021
24,Ryan Schmit,Sr,P,1,0,1,0,0.00,1.0,0,1,0,0,2,1,0,6,4,0,0,0,0,0,0,0,2,2,0,0,25,2,0,1,0,0,0,0,2021
33,Noah Cordova,Sr,P,13,4,13,4,5.97,31.2,0,33,26,21,18,18,0,151,122,11,1,0,3,4,5,0,7,4,2,4,555,33,41,2,4,1,8,0,2021
47,Cody Tucker,So,P,13,2,13,2,6.30,40.0,0,48,29,28,19,30,0,185,155,14,2,1,6,6,9,2,11,4,0,2,585,39,38,2,4,2,6,2,2021
29,Jack Lee,Fr,P,12,1,12,1,4.58,19.2,0,15,12,10,8,20,0,83,69,2,1,0,1,2,4,0,10,0,0,2,330,13,22,1,0,4,7,0,2021
32,Arthur Joven,Sr,P,11,7,11,7,7.20,30.0,0,32,29,24,20,24,0,148,116,7,1,0,3,5,7,0,4,1,2,3,441,27,34,3,3,0,5,0,2021
25,Aaron Charles,Sr,P,11,9,11,9,3.80,47.1,0,53,30,20,13,33,0,212,187,7,1,1,6,4,8,0,3,0,1,3,773,49,51,2,3,1,7,0,2021
37,Ethan Skuija,Sr,P,11,7,11,7,7.53,43.0,0,47,40,36,24,49,0,207,168,10,2,0,4,7,13,1,5,0,1,1,740,36,39,3,4,1,19,0,2021
51,Kellen O'Connor,So,P,10,0,10,0,4.38,24.2,0,24,13,12,6,23,0,100,91,4,0,0,3,4,1,1,5,2,1,1,351,17,28,1,2,2,10,1,2021
35,Kenny Johnson,Sr,P,10,0,10,0,8.56,13.2,0,19,13,13,3,13,0,64,55,6,0,0,3,2,4,1,8,6,0,2,198,12,13,2,0,1,4,0,2021
40,Roman Angelo,Jr,P,10,10,10,10,4.01,51.2,0,48,25,23,22,38,0,227,193,11,3,1,2,6,8,0,0,0,1,3,796,58,50,2,2,0,9,0,2021
15,Davonte Butler,Sr,P,9,2,9,2,4.76,22.2,0,28,16,12,10,17,0,108,94,8,2,1,2,5,1,0,6,2,3,0,366,21,27,1,1,0,4,1,2021
38,Andrew Ciandro,Sr,P,9,0,9,0,3.77,14.1,0,25,7,6,6,9,0,70,61,6,0,0,1,2,3,0,9,3,0,0,197,15,12,1,0,0,3,0,2021
14,Jaykob Acosta,So,UT,9,1,9,1,5.93,13.2,0,18,9,9,11,10,0,70,57,2,0,0,1,2,1,0,7,5,0,1,248,22,8,0,0,2,2,0,2021
12,Kevin Altamirano,Sr,P,8,0,8,0,4.66,9.2,0,10,5,5,6,7,0,47,35,2,0,0,0,1,4,0,8,3,1,1,170,10,9,0,0,0,3,1,2021
20,Graham Kuck,Sr,P,6,0,6,0,0.00,9.0,0,6,0,0,2,7,0,37,32,1,0,0,0,3,2,0,8,5,0,1,124,8,11,0,0,0,4,0,2021
34,Cade Van Allen,Fr,P,2,0,2,0,6.23,4.1,0,4,3,3,4,5,0,20,15,0,0,0,0,1,1,0,0,0,0,0,86,4,2,0,0,0,1,0,2021
28,Isaiah Miramontes,So,P,1,0,1,0,54.00,0.1,0,1,2,2,1,1,0,4,2,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2021
39,Kyle Scott,Fr,P,24,2,24,2,3.91,46.0,0,44,21,20,12,51,0,194,176,7,2,1,4,4,3,0,18,9,1,2,690,50,30,2,2,7,18,0,2021
33,Drew Thorpe,Fr,UT,17,15,16,15,3.79,90.1,1,78,41,38,38,104,0,371,325,15,2,1,4,2,5,0,0,0,2,1,1500,84,60,6,6,1,20,3,2021
49,Andrew Alvarez,Jr,P,16,14,16,14,4.08,88.1,1,92,44,40,31,81,0,384,333,19,1,0,3,8,10,1,0,0,9,1,1371,114,49,7,3,0,21,4,2021
37,Derek True,Fr,P,15,0,15,0,6.43,21.0,0,23,20,15,21,18,0,107,83,1,0,0,4,3,0,1,7,0,3,0,430,23,19,2,1,0,2,0,2021
38,Bryce Warrecker,Fr,P,15,4,15,4,5.45,33.0,0,39,22,20,10,30,0,147,131,10,0,1,2,0,1,0,5,2,3,2,516,32,33,3,3,0,12,0,2021
34,Travis Weston,So,P,14,14,14,14,3.28,82.1,3,82,37,30,17,74,1,350,318,19,3,1,6,2,5,0,0,0,7,3,1149,91,76,5,6,0,16,0,2021
35,Carlo Lopiccolo,So,P,14,0,14,0,4.76,22.2,0,22,13,12,12,20,0,107,86,3,1,1,2,5,6,0,7,4,1,2,406,26,21,1,0,0,8,0,2021
41,Chase Walter,Fr,P,13,0,13,0,4.24,17.0,0,13,9,8,15,12,0,80,60,3,0,0,0,1,5,0,12,4,0,0,331,18,17,0,0,0,2,0,2021
45,Kaden Sheedy,Fr,P,12,4,12,4,5.40,25.0,1,25,20,15,10,15,0,113,100,6,1,1,6,5,1,0,5,4,0,2,442,25,35,1,2,0,8,0,2021
23,Bryan Woo,So,P,11,2,10,2,6.11,28.0,0,33,21,19,8,42,0,127,119,7,2,0,3,5,0,0,14,5,0,0,532,22,20,2,2,1,19,0,2021
31,Zach Button,So,P,9,1,9,1,8.38,9.2,0,14,9,9,5,10,0,46,39,3,0,0,3,0,1,0,8,3,1,0,166,8,9,0,0,0,3,0,2021
47,Dylan Villalobos,Jr,P,9,0,9,0,3.00,12.0,0,9,4,4,6,15,0,50,42,1,0,0,1,3,1,0,8,5,1,0,213,9,10,1,0,0,9,0,2021
48,Jason Franks,Jr,P,4,0,4,0,9.82,3.2,0,5,4,4,4,2,0,20,14,1,0,0,1,3,2,0,7,4,0,0,88,4,3,0,0,0,0,0,2021
24,Evan Tomlinson,Fr,P,3,0,3,0,7.71,2.1,0,5,2,2,0,0,0,14,12,0,0,0,0,0,2,0,3,1,0,0,44,3,4,1,0,0,0,0,2021
26,Jake Buxton,Fr,P,2,0,2,0,11.57,2.1,0,2,3,3,3,2,0,12,9,0,0,0,0,1,0,0,0,0,0,0,50,2,3,0,0,0,1,0,2021
43,Ryan Jameson,So,P,1,0,1,0,0.00,0.2,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,3,1,0,0,9,2,0,0,0,0,0,0,2021
3,Jt Navyac,Fr,INF,32,17,1,0,6.75,1.1,0,3,1,1,0,1,0,6,6,1,0,0,1,0,0,0,0,0,0,0,28,2,0,0,0,0,0,0,2021
6,Cameron Repetti,So,UT,26,6,16,1,4.50,32.0,0,40,18,16,6,24,0,144,128,9,1,0,3,1,4,0,3,0,6,0,521,38,28,5,2,4,9,0,2021
44,Michael Weisberg,Jr,P,19,0,19,0,6.03,34.1,0,38,24,23,16,37,0,167,133,13,1,0,3,5,12,0,3,3,3,3,563,17,43,2,1,0,9,0,2021
41,Landon Anderson,Sr,P,19,3,19,3,5.30,37.1,0,40,24,22,11,37,0,168,146,6,0,0,1,3,5,1,3,2,2,3,635,33,36,2,2,1,15,16,2021
48,Ryan Hare,Sr,P,17,7,17,7,6.22,50.2,0,49,35,35,13,39,0,214,192,12,1,1,7,6,6,0,5,2,1,2,747,44,60,0,5,0,11,0,2021
24,Tanner Bibee,Sr,P,16,14,16,14,3.61,89.2,1,84,42,36,21,67,1,376,337,21,1,1,4,7,10,1,1,0,5,3,1315,109,78,6,6,0,13,1,2021
27,Kyle Luckham,Jr,P,15,14,15,14,5.25,82.1,0,86,53,48,25,60,0,374,318,13,2,1,8,4,20,1,0,0,7,4,1329,97,76,2,9,0,10,1,2021
20,Jake Vargas,Fr,P,14,1,14,1,11.17,19.1,0,28,24,24,13,11,0,102,85,8,1,2,3,2,3,0,0,0,1,0,387,20,25,0,1,0,5,0,2021
33,Peyton Jones,So,P,13,2,12,2,12.56,14.1,0,23,22,20,6,13,0,78,65,10,0,0,4,2,4,0,5,2,2,1,294,13,16,0,1,0,5,0,2021
43,Samuel Gomez,So,P,11,0,11,0,3.00,9.0,0,9,4,3,6,6,0,46,36,3,0,0,0,1,2,0,1,0,1,1,174,5,16,0,1,0,1,0,2021
17,Michael Knorr,Jr,P,11,6,11,6,6.99,46.1,0,58,38,36,11,42,0,207,186,9,2,1,6,3,4,0,0,0,4,2,658,36,53,0,3,1,10,1,2021
40,Matthew Sanchez,Sr,P,9,0,9,0,12.08,12.2,0,28,20,17,4,10,0,72,62,9,1,0,5,3,2,0,2,1,2,2,247,12,15,0,0,0,5,0,2021
32,Gavin Kennedy,So,P,8,2,8,2,5.12,19.1,0,27,13,11,9,10,0,95,80,6,0,0,1,4,3,0,0,0,2,1,342,20,23,1,2,0,1,0,2021
42,Evan Adolphus,So,P,8,0,8,0,5.87,7.2,0,11,5,5,5,1,0,40,32,4,0,0,0,3,2,0,4,4,0,1,116,8,13,0,0,0,0,0,2021
36,Wyatt Johnson,Fr,P,7,3,7,3,7.31,16.0,0,23,13,13,6,9,0,74,65,3,1,0,2,0,1,0,4,0,2,0,271,12,23,0,1,0,2,0,2021
12,Timothy Josten,Sr,P,7,1,7,1,10.80,6.2,0,15,13,8,7,7,0,51,35,6,0,0,0,0,7,0,1,1,1,1,187,6,7,0,0,0,2,0,2021
50,Christian Rodriguez,Fr,P,3,1,3,1,4.15,4.1,0,4,2,2,2,4,0,20,18,0,1,0,1,1,0,0,2,0,0,0,79,3,5,0,1,0,0,0,2021
51,Titus Groeneweg,Jr,P,1,0,1,0,18.00,1.0,0,1,2,2,2,0,0,6,3,1,0,0,0,1,0,0,0,0,0,1,26,1,2,0,0,0,0,0,2021
47,James Wambold,Fr,P,1,0,1,0,27.00,0.2,0,2,2,2,2,0,0,6,3,0,0,0,0,1,0,0,0,0,1,0,23,2,0,0,0,0,0,0,2021
13,Jayson Newman,Sr,DH,31,26,4,0,17.18,3.2,0,5,9,7,8,3,0,25,17,0,0,0,1,6,0,0,4,2,0,0,116,3,5,0,0,0,0,0,2021
12,Blaine Traxel,Jr,P,19,10,19,10,3.78,83.1,3,86,43,35,15,68,0,363,336,16,0,0,9,3,7,1,2,1,1,4,1237,85,90,5,1,3,20,1,2021
20,Jackson Cunningham,Sr,P,14,0,14,0,1.80,30.0,0,26,6,6,6,20,0,125,114,3,0,0,3,2,3,1,15,6,2,0,456,36,31,3,3,2,9,0,2021
23,Zuko Tillman,Jr,P,13,5,13,5,9.60,30.0,0,39,35,32,11,23,0,148,120,4,0,1,6,6,11,0,7,1,2,4,549,31,31,1,5,0,6,0,2021
28,Jeremy Hassel,So,P,11,5,11,5,4.13,32.2,0,25,15,15,12,21,0,140,118,2,0,0,3,8,7,0,3,0,2,1,508,34,41,2,0,0,6,1,2021
7,Blake Sodersten,Jr,P,11,10,11,10,4.02,62.2,2,52,28,28,29,52,0,272,228,7,0,0,6,7,12,0,0,0,2,1,1001,55,68,3,2,0,14,1,2021
22,Gavin Lizik,So,P,9,7,9,7,6.75,37.1,1,39,30,28,17,26,1,169,141,9,0,0,4,7,9,0,4,4,1,1,627,46,31,1,3,0,2,1,2021
9,Chad Wilson,Jr,P,9,1,8,1,6.64,20.1,0,31,22,15,5,13,0,111,93,5,0,0,3,4,12,0,5,0,0,1,358,16,30,3,2,0,1,0,2021
32,Kyle Hoskins,Jr,P,9,0,9,0,5.84,12.1,0,12,8,8,1,8,0,54,45,0,0,0,2,0,5,0,3,2,0,3,175,9,19,1,1,0,2,0,2021
17,Elias Jauregui,Jr,P,9,0,9,0,4.91,14.2,0,16,8,8,8,11,0,70,58,4,0,0,1,6,3,0,7,6,0,1,269,14,17,1,0,0,3,0,2021
31,Blake Schriever,Sr,P,5,0,5,0,7.94,5.2,0,6,5,5,2,7,0,25,23,3,0,0,0,1,0,0,6,0,0,0,95,0,10,1,0,2,2,0,2021
19,Justin Henry,Jr,P,3,0,3,0,9.00,4.0,0,4,5,4,4,4,0,20,16,0,0,0,3,2,0,0,2,1,0,0,82,2,5,0,0,0,2,0,2021
16,Ryan Wentz,Fr,P,3,2,3,2,14.54,4.1,0,5,8,7,5,3,0,26,16,0,0,0,2,1,5,0,0,0,0,0,88,4,3,0,2,0,2,0,2021
35,Dwayne Angebrandt Ii,Jr,P,2,0,2,0,10.29,7.0,0,9,8,8,7,3,0,39,28,3,0,1,2,1,2,1,3,3,0,2,142,9,9,0,0,0,0,0,2021
30,Hayden Cody,Fr,P,1,0,1,0,54.00,1.0,0,3,6,6,2,1,0,9,6,0,0,0,1,0,1,0,2,0,0,0,38,0,2,0,0,0,0,0,2021
26,Michael Cartwright,Sr,P,1,0,1,0,36.00,1.0,0,3,4,4,1,2,0,9,7,1,0,0,0,2,1,0,0,0,0,0,38,0,1,0,0,0,0,0,2021
19,Steven Zobac,So,P,52,44,14,1,4.66,19.1,0,17,10,10,8,19,0,85,71,3,1,0,1,2,3,1,10,5,2,1,181,23,14,2,2,4,4,0,2021
16,Ian Villers,Jr,P,29,5,29,5,2.84,38.0,0,36,15,12,11,36,0,159,139,9,2,0,2,1,5,2,12,4,0,4,245,37,34,4,1,0,6,0,2021
29,Jack Wolger,Sr,P,24,3,24,3,2.39,26.1,0,24,11,7,5,18,0,109,100,3,0,0,2,0,0,0,8,2,2,2,253,28,30,1,0,0,3,0,2021
49,Mitchell Scott,Jr,P,22,0,22,0,3.00,30.0,0,20,10,10,10,25,0,117,105,4,0,0,2,4,0,1,16,8,0,2,250,28,30,1,1,2,6,0,2021
14,Nick Proctor,Jr,P,21,3,21,3,5.94,33.1,0,34,22,22,11,32,0,145,127,6,0,0,6,0,4,0,11,4,3,0,359,25,39,2,2,1,5,0,2021
23,Vaughn Mauterer,So,P,17,0,17,0,11.81,16.0,0,25,22,21,17,17,0,92,73,7,0,0,3,1,1,0,17,8,0,1,213,11,21,1,1,1,4,0,2021
34,Josh White,So,P,16,5,16,5,2.79,61.1,0,49,27,19,25,81,0,262,230,7,1,1,6,14,5,0,4,0,1,1,527,47,52,5,3,3,19,0,2021
35,Sean Sullivan,Jr,P,15,15,15,15,3.68,78.1,0,78,37,32,22,75,0,342,309,12,0,0,5,2,6,0,0,0,2,3,786,76,76,4,5,0,22,0,2021
4,Aaron Roberts,So,INF,13,3,12,2,2.31,11.2,0,9,6,3,10,18,0,58,44,3,0,0,1,3,4,0,6,3,0,0,79,8,7,1,1,0,9,0,2021
22,Sam Stoutenborough,Jr,P,13,0,13,0,3.73,41.0,0,42,20,17,14,32,0,176,157,4,1,0,2,4,4,0,5,3,0,1,137,53,26,1,2,0,8,1,2021
18,Joe Ammirato,Jr,P,12,1,12,1,5.59,9.2,0,9,6,6,8,12,0,49,36,0,0,0,2,1,3,0,6,1,1,1,140,4,12,0,1,0,6,0,2021
21,Grant Holman,Jr,UT,10,10,10,10,3.83,47.0,0,50,20,20,22,46,0,207,179,5,0,0,6,3,4,1,0,0,2,0,389,49,36,1,3,0,12,0,2021
36,Reuben Drogin,Sr,P,10,0,10,0,0.66,13.2,0,10,2,1,5,15,0,55,48,1,0,0,0,1,0,0,9,1,1,1,122,7,17,0,0,0,3,0,2021
41,Paulshawn Pasqualotto,Fr,P,9,8,9,8,4.57,43.1,0,40,28,22,21,36,0,196,165,7,1,0,3,1,6,0,0,0,1,2,528,50,37,4,3,0,11,0,2021
31,Connor  Oswalt,So,P,8,0,8,0,14.54,4.1,0,9,7,7,5,5,0,29,21,2,0,0,0,0,1,0,8,3,1,1,53,6,2,1,0,0,3,0,2021
43,Mitch Benson,Jr,P,6,0,6,0,6.00,6.0,0,8,5,4,5,3,0,32,21,0,0,0,0,1,3,0,6,1,1,2,95,6,7,0,0,0,0,0,2021
47,Joseph King,So,P,5,2,5,2,3.38,5.1,0,8,3,2,0,6,0,23,22,0,0,0,0,3,0,0,2,0,0,1,26,8,2,1,0,0,1,0,2021
27,Ben Lake,So,P,2,0,2,0,54.00,0.2,0,3,4,4,2,0,0,8,5,0,0,0,0,1,1,0,0,0,0,0,17,0,2,0,1,0,0,0,2021
48,Dez Loessberg,Fr,P,1,0,1,0,0.00,1.0,0,1,0,0,0,2,0,4,4,0,0,0,0,0,0,0,0,0,0,0,10,1,0,0,0,0,0,0,2021
21,Jacob Mccarvel,Sr,P,26,0,26,0,2.68,53.2,0,43,19,16,7,50,0,219,203,4,0,0,5,3,4,0,20,6,4,0,603,69,38,5,1,4,14,0,2021
38,Christian Culpepper,So,P,22,0,22,0,3.30,30.0,0,25,21,11,15,38,0,130,111,4,0,0,3,4,0,0,12,3,2,1,402,32,13,2,2,13,9,1,2021
35,Matt Amrhein,Sr,P,20,6,20,6,2.74,65.2,1,52,27,20,18,61,0,274,241,10,1,0,6,3,7,1,14,4,5,3,836,66,64,7,2,1,10,0,2021
30,Andrew Necochea,Jr,P,15,10,15,10,3.62,49.2,0,39,28,20,18,34,0,213,182,5,1,0,3,8,6,1,10,3,4,3,479,72,36,4,0,1,9,0,2021
36,Chris Burica,Sr,P,15,15,15,15,3.36,104.1,5,94,45,39,18,72,3,425,389,15,2,0,7,4,9,1,0,0,3,6,961,106,117,8,5,0,18,2,2021
29,Bryan Pope,Sr,P,15,15,15,15,4.15,80.1,2,84,42,37,27,76,0,355,312,13,2,0,5,4,11,1,0,0,5,0,1041,102,47,8,4,0,24,2,2021
33,Liam Rocha,Fr,P,12,8,12,8,4.36,33.0,0,29,19,16,20,28,0,144,117,9,1,0,2,15,5,0,2,0,0,2,350,38,22,2,0,0,7,0,2021
16,Ryan Delgado,Fr,P,11,2,11,2,4.91,22.0,0,25,16,12,11,17,0,100,84,3,1,0,2,1,2,0,4,1,1,2,278,12,29,0,1,0,5,1,2021
14,Spencer Bengard,Fr,P,11,0,11,0,2.38,11.1,0,15,3,3,5,5,0,55,47,2,0,0,1,2,2,0,10,6,1,0,139,12,14,2,0,0,1,0,2021
8,Ryan Silva,Sr,P,10,0,10,0,8.16,14.1,0,14,13,13,7,11,0,63,53,3,0,0,1,3,2,0,8,2,0,1,197,10,19,2,0,0,3,0,2021
17,Brett Finnel,Jr,P,7,0,7,0,8.10,3.1,0,3,3,3,5,3,0,16,10,0,1,0,0,1,0,0,6,3,0,1,56,3,2,0,0,0,1,0,2021
42,Alec Weigel,Fr,P,4,0,4,0,13.50,2.0,0,5,4,3,5,1,0,18,11,0,0,0,0,2,2,0,3,3,0,0,12,2,3,0,0,0,0,0,2021
26,Lee Atkinson,So,P,3,0,3,0,13.50,1.1,0,1,2,2,1,0,0,7,4,0,0,0,0,1,2,0,2,1,0,0,7,1,2,0,1,0,0,0,2021
32,William St. Marseille,So,P,3,0,3,0,0.00,2.2,0,3,2,0,0,5,0,12,11,1,0,0,0,0,1,0,2,0,0,0,51,1,2,0,0,0,3,0,2021
45,Joseph Romero,Fr,P,2,0,2,0,18.00,1.0,0,1,2,2,3,0,0,7,4,0,0,0,0,0,0,0,3,3,0,0,0,1,2,0,0,0,0,0,2021
28,Ethan Pope,Fr,P,1,0,1,0,0.00,1.0,0,0,0,0,0,2,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2021
44,Mason Mcgarvey,Jr,P,1,0,1,0,0.0,0.0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2021
2,Zach Neto,Fr,INF,44,44,11,1,3.43,21.0,0,15,9,8,15,16,0,99,75,3,0,0,0,5,7,2,11,4,1,1,335,21,24,4,0,0,5,1,2021
13,Ty Cummings,Fr,UT,21,0,21,0,3.88,46.1,0,47,23,20,15,39,0,202,177,6,2,1,2,11,5,0,33,11,3,2,686,66,25,2,2,1,8,0,2021
31,Logan Heintzman,Sr,P,18,0,18,0,3.46,41.2,0,38,21,16,15,26,0,175,152,7,2,0,3,1,6,1,25,5,1,1,633,47,40,7,1,0,5,1,2021
18,Fred Sisco,So,P,17,1,17,1,3.06,17.2,0,12,8,6,14,16,0,80,59,2,0,0,2,3,4,0,9,3,2,1,312,21,11,1,1,1,5,0,2021
17,Cade Kuehler,Fr,P,16,8,16,8,3.89,44.0,0,51,23,19,22,41,0,206,182,10,3,0,5,9,1,0,9,6,1,0,780,35,53,5,2,1,5,1,2021
38,Ryan Chasse,Jr,P,16,15,16,15,4.60,78.1,2,76,47,40,32,74,1,351,305,18,2,0,7,14,9,0,2,1,3,2,1150,69,84,6,2,0,27,4,2021
7,Thomas Harrington,Fr,P,16,14,16,14,3.45,75.2,1,65,37,29,28,75,1,328,287,11,1,1,6,11,10,2,1,0,3,0,1060,79,63,6,3,0,27,0,2021
16,Kevin Westlake,Sr,P,15,2,15,2,4.50,28.0,0,14,18,14,15,30,0,117,95,4,1,0,2,3,4,0,12,5,2,1,411,21,28,1,1,4,7,1,2021
5,Cade Boxrucker,Fr,P,13,4,13,4,10.38,17.1,0,26,23,20,21,18,0,100,75,5,0,0,5,5,4,0,4,0,0,0,420,17,13,0,2,0,4,0,2021
39,Jack Yusko,Sr,P,13,1,13,1,10.29,14.0,0,19,17,16,5,7,0,71,53,4,0,0,3,3,8,0,18,7,2,3,192,19,12,0,0,0,1,1,2021
12,Brendan Wright,So,P,11,0,11,0,5.68,12.2,0,6,10,8,15,18,0,62,45,0,0,0,1,8,2,0,16,8,0,0,233,9,10,2,1,0,3,0,2021
40,Chandler Williford,Fr,P,11,0,11,0,6.00,9.0,0,14,9,6,10,10,0,50,39,2,0,0,1,2,1,0,11,6,0,0,214,8,6,0,0,0,1,0,2021
36,Aaron Rund,Jr,P,10,3,10,3,5.97,31.2,0,46,23,21,10,32,0,148,135,8,1,0,5,6,2,0,3,2,0,1,431,23,35,2,0,1,7,0,2021
37,Landry Moore,Sr,P,9,0,9,0,7.36,7.1,0,10,6,6,3,7,0,39,30,2,1,0,1,0,5,0,9,4,0,1,123,5,8,0,0,0,2,0,2021
34,Jonathan Tyler,Sr,P,8,0,8,0,6.43,7.0,0,4,5,5,7,15,0,33,25,2,0,0,0,3,1,0,2,0,0,0,131,2,4,0,0,0,5,0,2021
28,Jonathan Beymer,Jr,P,7,5,7,5,8.82,16.1,0,18,16,16,18,14,0,89,62,2,0,0,3,2,7,0,0,0,0,2,324,20,12,0,1,0,4,0,2021
30,Cameron O'Brien,Fr,p,6,0,6,0,6.00,6.0,0,8,5,4,7,10,0,32,25,1,3,0,0,1,0,0,0,0,0,0,98,4,3,0,1,0,3,0,2021
33,Cam Cowan,Jr,P,1,1,1,1,2.25,4.0,0,3,2,1,3,1,0,19,15,0,0,0,0,1,1,0,0,0,0,0,74,2,8,0,1,0,0,0,2021
36,Jarod Burmaster,Sr,P,12,0,12,0,4.20,15.0,0,15,7,7,7,12,0,67,59,1,1,0,1,1,0,0,11,6,0,1,252,20,12,1,0,1,5,0,2021
25,Joe Barberio,Sr,P,11,3,11,3,6.53,30.1,0,35,24,22,11,31,0,136,120,8,0,0,5,4,2,1,9,5,3,0,360,33,23,3,3,0,7,0,2021
19,Tom Peltier,So,P,11,3,11,3,5.40,18.1,0,18,13,11,11,6,0,85,71,2,0,0,0,1,3,0,13,8,0,0,201,26,17,1,1,0,3,0,2021
26,Will Frank,Sr,P,10,8,9,8,4.79,35.2,2,38,21,19,13,30,1,163,142,6,0,0,6,7,8,0,1,1,0,0,541,28,46,2,4,0,8,0,2021
16,Brett Kochanski,Jr,P,9,0,9,0,7.42,13.1,0,13,12,11,10,12,0,63,51,2,0,0,1,3,0,0,5,0,1,1,177,12,16,0,1,0,2,0,2021
30,Ryan Boyer,Sr,P,9,5,9,5,3.52,30.2,1,31,15,12,5,41,1,132,118,5,0,0,4,6,4,0,1,0,3,2,408,16,31,2,1,1,9,0,2021
21,Kyle Warner,Sr,P,9,6,9,6,4.54,39.2,2,46,23,20,7,28,0,176,155,9,0,0,2,2,6,0,5,1,3,5,459,31,55,4,2,0,11,2,2021
28,Levi Abbott,Fr,P,8,0,8,0,4.64,21.1,0,18,12,11,7,19,0,92,80,2,0,0,2,6,4,0,3,0,1,0,270,24,19,2,1,0,3,0,2021
32,Andrew Fron,Jr,P,8,7,8,7,6.03,34.1,0,37,24,23,16,25,0,156,132,7,1,0,2,8,4,0,0,0,1,3,467,37,35,1,3,0,4,0,2021
23,Jeff Destefano,Sr,P,7,2,6,1,1.23,7.1,0,6,4,1,6,5,0,34,28,2,0,0,0,1,0,0,2,0,0,0,110,7,8,0,0,0,1,0,2021
14,Matt Duffy,Fr,P,6,3,6,3,2.67,27.0,1,21,9,8,5,30,0,109,99,4,2,0,1,0,3,0,3,1,0,2,386,22,27,3,0,0,11,0,2021
40,C.J. Tucker,Sr,P,3,0,3,0,2.70,3.1,0,1,1,1,2,3,0,14,12,0,1,0,0,0,0,0,2,0,0,0,18,5,2,1,0,0,2,0,2021
1,Aaron Snyder,So,P,2,0,2,0,16.20,1.2,0,2,3,3,2,2,0,11,7,0,0,0,0,0,2,0,0,0,0,0,13,3,0,0,0,0,1,0,2021
27,Rockne Seidel,So,P,2,0,2,0,5.40,1.2,0,2,1,1,3,0,0,9,6,1,0,0,0,0,0,0,3,3,0,0,19,0,4,0,0,0,0,0,2021
20,David Yankowski,Jr,P,2,0,2,0,0.00,1.1,0,0,0,0,0,1,0,4,4,0,0,0,0,0,0,0,2,0,0,0,12,2,1,0,0,0,0,0,2021
18,Tyler Cleveland,Fr,P,23,1,23,1,2.43,66.2,1,48,23,18,15,84,1,270,242,11,1,0,2,1,9,3,13,3,4,0,751,53,55,6,3,9,24,1,2021
24,Conner Williams,Sr,P,19,6,19,6,3.81,49.2,0,46,24,21,23,53,0,223,189,8,2,0,5,7,8,1,16,6,2,1,754,46,47,2,3,0,17,1,2021
30,Tyler Navarro,Jr,P,18,3,18,3,6.20,24.2,0,28,19,17,8,22,0,112,101,6,0,0,2,3,2,0,13,8,0,1,327,24,26,1,1,1,5,0,2021
15,Trent Gregson,Fr,P,17,1,17,1,9.39,23.0,0,28,26,24,18,24,0,114,92,5,0,2,4,0,3,1,8,3,1,0,411,18,21,0,2,1,11,1,2021
32,Logan Gilbertson,Jr,P,16,11,15,11,5.89,55.0,1,83,47,36,17,47,0,270,240,17,3,0,9,4,6,0,1,1,5,2,912,69,41,2,3,1,10,1,2021
16,Brad Verel,Sr,P,16,0,16,0,4.05,20.0,0,19,10,9,8,9,0,85,70,5,0,1,1,1,2,1,20,10,1,4,260,18,28,2,1,1,3,0,2021
12,Mark Moyer,Sr,P,14,12,14,12,4.30,73.1,3,88,47,35,19,61,0,329,305,12,4,1,5,2,1,2,1,0,2,2,936,78,77,5,6,0,19,0,2021
