"","school","conference","school_id","year","division","conference_id"
"6156","SUNY Oneonta","SUNYAC",526,2016,3,917
"6157","SUNY Oneonta","SUNYAC",526,2017,3,917
"6158","SUNY Oneonta","SUNYAC",526,2018,3,917
"6159","SUNY Oneonta","SUNYAC",526,2019,3,917
"6160","SUNY Oneonta","SUNYAC",526,2020,3,917
"6161","SUNY Poly","NEAC",9500,2013,3,30071
"6162","SUNY Poly","NEAC",9500,2014,3,30071
"6163","SUNY Poly","NEAC",9500,2015,3,30071
"6164","SUNY Poly","NEAC",9500,2016,3,30071
"6165","SUNY Poly","NEAC",9500,2017,3,30071
"6166","SUNY Poly","NEAC",9500,2018,3,30071
"6167","SUNY Poly","NEAC",9500,2019,3,30071
"6168","SUNY Poly","NEAC",9500,2020,3,30071
"6169","Susquehanna","Landmark",685,2013,3,30101
"6170","Susquehanna","Landmark",685,2014,3,30101
"6171","Susquehanna","Landmark",685,2015,3,30101
"6172","Susquehanna","Landmark",685,2016,3,30101
"6173","Susquehanna","Landmark",685,2017,3,30101
"6174","Susquehanna","Landmark",685,2018,3,30101
"6175","Susquehanna","Landmark",685,2019,3,30101
"6176","Susquehanna","Landmark",685,2020,3,30101
"6177","Swarthmore","Centennial",686,2013,3,9683
"6178","Swarthmore","Centennial",686,2014,3,9683
"6179","Swarthmore","Centennial",686,2015,3,9683
"6180","Swarthmore","Centennial",686,2016,3,9683
"6181","Swarthmore","Centennial",686,2017,3,9683
"6182","Swarthmore","Centennial",686,2018,3,9683
"6183","Swarthmore","Centennial",686,2019,3,9683
"6184","Swarthmore","Centennial",686,2020,3,9683
"6185","Tampa","Sunshine State",689,2013,2,919
"6186","Tampa","Sunshine State",689,2014,2,919
"6187","Tampa","Sunshine State",689,2015,2,919
"6188","Tampa","Sunshine State",689,2016,2,919
"6189","Tampa","Sunshine State",689,2017,2,919
"6190","Tampa","Sunshine State",689,2018,2,919
"6191","Tampa","Sunshine State",689,2019,2,919
"6192","Tampa","Sunshine State",689,2020,2,919
"6193","Tarleton St.","Lone Star",1395,2013,2,868
"6194","Tarleton St.","Lone Star",1395,2014,2,868
"6195","Tarleton St.","Lone Star",1395,2015,2,868
"6196","Tarleton St.","Lone Star",1395,2016,2,868
"6197","Tarleton St.","Lone Star",1395,2017,2,868
"6198","Tarleton St.","Lone Star",1395,2018,2,868
"6199","Tarleton St.","Lone Star",1395,2019,2,868
"6200","Tarleton St.","Lone Star",1395,2020,2,868
"6201","TCNJ","NJAC",712,2013,3,891
"6202","TCNJ","NJAC",712,2014,3,891
"6203","TCNJ","NJAC",712,2015,3,891
"6204","TCNJ","NJAC",712,2016,3,891
"6205","TCNJ","NJAC",712,2017,3,891
"6206","TCNJ","NJAC",712,2018,3,891
"6207","TCNJ","NJAC",712,2019,3,891
"6208","TCNJ","NJAC",712,2020,3,891
"6209","TCU","Big 12",698,2013,1,25354
"6210","TCU","Big 12",698,2014,1,25354
"6211","TCU","Big 12",698,2015,1,25354
"6212","TCU","Big 12",698,2016,1,25354
"6213","TCU","Big 12",698,2017,1,25354
"6214","TCU","Big 12",698,2018,1,25354
"6215","TCU","Big 12",698,2019,1,25354
"6216","TCU","Big 12",698,2020,1,25354
"6217","Temple","Atlantic 10",690,2013,1,820
"6218","Temple","AAC",690,2014,1,823
"6219","Tennessee","SEC",694,2013,1,911
"6220","Tennessee","SEC",694,2014,1,911
"6221","Tennessee","SEC",694,2015,1,911
"6222","Tennessee","SEC",694,2016,1,911
"6223","Tennessee","SEC",694,2017,1,911
"6224","Tennessee","SEC",694,2018,1,911
"6225","Tennessee","SEC",694,2019,1,911
"6226","Tennessee","SEC",694,2020,1,911
"6227","Tennessee Tech","OVC",692,2013,1,902
"6228","Tennessee Tech","OVC",692,2014,1,902
"6229","Tennessee Tech","OVC",692,2015,1,902
"6230","Tennessee Tech","OVC",692,2016,1,902
"6231","Tennessee Tech","OVC",692,2017,1,902
"6232","Tennessee Tech","OVC",692,2018,1,902
"6233","Tennessee Tech","OVC",692,2019,1,902
"6234","Tennessee Tech","OVC",692,2020,1,902
"6235","Tex. A&M-Kingsville","Lone Star",696,2013,2,868
"6236","Tex. A&M-Kingsville","Lone Star",696,2014,2,868
"6237","Tex. A&M-Kingsville","Lone Star",696,2015,2,868
"6238","Tex. A&M-Kingsville","Lone Star",696,2016,2,868
"6239","Tex. A&M-Kingsville","Lone Star",696,2017,2,868
"6240","Tex. A&M-Kingsville","Lone Star",696,2018,2,868
"6241","Tex. A&M-Kingsville","Lone Star",696,2019,2,868
"6242","Tex. A&M-Kingsville","Lone Star",696,2020,2,868
"6243","Tex. A&M Int'l","Heartland",30090,2013,2,28723
"6244","Tex. A&M Int'l","Heartland",30090,2014,2,28723
"6245","Tex. A&M Int'l","Heartland",30090,2015,2,28723
"6246","Tex. A&M Int'l","Heartland",30090,2016,2,28723
"6247","Tex. A&M Int'l","Heartland",30090,2017,2,28723
"6248","Tex. A&M Int'l","Heartland",30090,2018,2,28723
"6249","Tex. A&M Int'l","Heartland",30090,2019,2,28723
"6250","Tex. A&M Int'l","Lone Star",30090,2020,2,868
"6251","Tex. Permian Basin","Heartland",30088,2013,2,28723
"6252","Tex. Permian Basin","Heartland",30088,2014,2,28723
"6253","Tex. Permian Basin","Heartland",30088,2015,2,28723
"6254","Tex. Permian Basin","Heartland",30088,2016,2,28723
"6255","Tex. Permian Basin","Lone Star",30088,2017,2,868
"6256","Tex. Permian Basin","Lone Star",30088,2018,2,868
"6257","Tex. Permian Basin","Lone Star",30088,2019,2,868
"6258","Tex. Permian Basin","Lone Star",30088,2020,2,868
"6259","Texas","Big 12",703,2013,1,25354
"6260","Texas","Big 12",703,2014,1,25354
"6261","Texas","Big 12",703,2015,1,25354
"6262","Texas","Big 12",703,2016,1,25354
"6263","Texas","Big 12",703,2017,1,25354
"6264","Texas","Big 12",703,2018,1,25354
"6265","Texas","Big 12",703,2019,1,25354
"6266","Texas","Big 12",703,2020,1,25354
"6267","Texas-Dallas","ASC",23121,2013,3,14825
"6268","Texas-Dallas","ASC",23121,2014,3,14825
"6269","Texas-Dallas","ASC",23121,2015,3,14825
"6270","Texas-Dallas","ASC",23121,2016,3,14825
"6271","Texas-Dallas","ASC",23121,2017,3,14825
"6272","Texas-Dallas","ASC",23121,2018,3,14825
"6273","Texas-Dallas","ASC",23121,2019,3,14825
"6274","Texas-Dallas","ASC",23121,2020,3,14825
"6275","Texas-Tyler","ASC",30028,2013,3,14825
"6276","Texas-Tyler","ASC",30028,2014,3,14825
"6277","Texas-Tyler","ASC",30028,2015,3,14825
"6278","Texas-Tyler","ASC",30028,2016,3,14825
"6279","Texas-Tyler","ASC",30028,2017,3,14825
"6280","Texas-Tyler","ASC",30028,2018,3,14825
"6281","Texas-Tyler","ASC",30028,2019,3,14825
"6282","Texas-Tyler","Lone Star",30028,2020,2,868
"6283","Texas A&M","SEC",697,2013,1,911
"6284","Texas A&M","SEC",697,2014,1,911
"6285","Texas A&M","SEC",697,2015,1,911
"6286","Texas A&M","SEC",697,2016,1,911
"6287","Texas A&M","SEC",697,2017,1,911
"6288","Texas A&M","SEC",697,2018,1,911
"6289","Texas A&M","SEC",697,2019,1,911
"6290","Texas A&M","SEC",697,2020,1,911
"6291","Texas Lutheran","ASC",1400,2013,3,14825
"6292","Texas Lutheran","ASC",1400,2014,3,14825
"6293","Texas Lutheran","SCAC",1400,2015,3,835
"6294","Texas Lutheran","SCAC",1400,2016,3,835
"6295","Texas Lutheran","SCAC",1400,2017,3,835
"6296","Texas Lutheran","SCAC",1400,2018,3,835
"6297","Texas Lutheran","SCAC",1400,2019,3,835
"6298","Texas Lutheran","SCAC",1400,2020,3,835
"6299","Texas Southern","SWAC",699,2013,1,916
"6300","Texas Southern","SWAC",699,2014,1,916
"6301","Texas Southern","SWAC",699,2015,1,916
"6302","Texas Southern","SWAC",699,2016,1,916
"6303","Texas Southern","SWAC",699,2017,1,916
"6304","Texas Southern","SWAC",699,2018,1,916
"6305","Texas Southern","SWAC",699,2019,1,916
"6306","Texas Southern","SWAC",699,2020,1,916
"6307","Texas St.","WAC",670,2013,1,923
"6308","Texas St.","Sun Belt",670,2014,1,818
"6309","Texas St.","Sun Belt",670,2015,1,818
"6310","Texas St.","Sun Belt",670,2016,1,818
"6311","Texas St.","Sun Belt",670,2017,1,818
"6312","Texas St.","Sun Belt",670,2018,1,818
"6313","Texas St.","Sun Belt",670,2019,1,818
"6314","Texas St.","Sun Belt",670,2020,1,818
"6315","Texas Tech","Big 12",700,2013,1,25354
"6316","Texas Tech","Big 12",700,2014,1,25354
"6317","Texas Tech","Big 12",700,2015,1,25354
"6318","Texas Tech","Big 12",700,2016,1,25354
"6319","Texas Tech","Big 12",700,2017,1,25354
"6320","Texas Tech","Big 12",700,2018,1,25354
"6321","Texas Tech","Big 12",700,2019,1,25354
"6322","Texas Tech","Big 12",700,2020,1,25354
"6323","The Citadel","SoCon",141,2013,1,912
"6324","The Citadel","SoCon",141,2014,1,912
"6325","The Citadel","SoCon",141,2015,1,912
"6326","The Citadel","SoCon",141,2016,1,912
"6327","The Citadel","SoCon",141,2017,1,912
"6328","The Citadel","SoCon",141,2018,1,912
"6329","The Citadel","SoCon",141,2019,1,912
"6330","The Citadel","SoCon",141,2020,1,912
"6331","Thiel","PAC",707,2013,3,907
"6332","Thiel","PAC",707,2014,3,907
"6333","Thiel","PAC",707,2015,3,907
"6334","Thiel","PAC",707,2016,3,907
"6335","Thiel","PAC",707,2017,3,907
"6336","Thiel","PAC",707,2018,3,907
"6337","Thiel","PAC",707,2019,3,907
"6338","Thiel","PAC",707,2020,3,907
"6339","Thomas (ME)","NEAC",2758,2013,3,30071
"6340","Thomas (ME)","NEAC",2758,2014,3,30071
"6341","Thomas (ME)","NEAC",2758,2015,3,30071
"6342","Thomas (ME)","North Atlantic",2758,2016,3,30026
"6343","Thomas (ME)","North Atlantic",2758,2017,3,30026
"6344","Thomas (ME)","North Atlantic",2758,2018,3,30026
"6345","Thomas (ME)","North Atlantic",2758,2019,3,30026
"6346","Thomas (ME)","North Atlantic",2758,2020,3,30026
"6347","Thomas More","PAC",1402,2013,3,907
"6348","Thomas More","PAC",1402,2014,3,907
"6349","Thomas More","PAC",1402,2015,3,907
"6350","Thomas More","PAC",1402,2016,3,907
"6351","Thomas More","PAC",1402,2017,3,907
"6352","Thomas More","PAC",1402,2018,3,907
"6353","Thomas More","DIII Independent",1402,2019,3,99020
"6354","Tiffin","GLIAC",1403,2013,2,854
"6355","Tiffin","GLIAC",1403,2014,2,854
"6356","Tiffin","GLIAC",1403,2015,2,854
"6357","Tiffin","GLIAC",1403,2016,2,854
"6358","Tiffin","GLIAC",1403,2017,2,854
"6359","Tiffin","GLIAC",1403,2018,2,854
"6360","Tiffin","G-MAC",1403,2019,2,30182
"6361","Tiffin","G-MAC",1403,2020,2,30182
"6362","Toledo","MAC",709,2013,1,875
"6363","Toledo","MAC",709,2014,1,875
"6364","Toledo","MAC",709,2015,1,875
"6365","Toledo","MAC",709,2016,1,875
"6366","Toledo","MAC",709,2017,1,875
"6367","Toledo","MAC",709,2018,1,875
"6368","Toledo","MAC",709,2019,1,875
"6369","Toledo","MAC",709,2020,1,875
"6370","Towson","CAA",711,2013,1,837
"6371","Towson","CAA",711,2014,1,837
"6372","Towson","CAA",711,2015,1,837
"6373","Towson","CAA",711,2016,1,837
"6374","Towson","CAA",711,2017,1,837
"6375","Towson","CAA",711,2018,1,837
"6376","Towson","CAA",711,2019,1,837
"6377","Towson","CAA",711,2020,1,837
"6378","Transylvania","HCAC",28749,2013,3,9174
"6379","Transylvania","HCAC",28749,2014,3,9174
"6380","Transylvania","HCAC",28749,2015,3,9174
"6381","Transylvania","HCAC",28749,2016,3,9174
"6382","Transylvania","HCAC",28749,2017,3,9174
"6383","Transylvania","HCAC",28749,2018,3,9174
"6384","Transylvania","HCAC",28749,2019,3,9174
"6385","Transylvania","HCAC",28749,2020,3,9174
"6386","Trevecca Nazarene","G-MAC",30002,2015,2,30182
"6387","Trevecca Nazarene","G-MAC",30002,2016,2,30182
"6388","Trevecca Nazarene","G-MAC",30002,2017,2,30182
"6389","Trevecca Nazarene","G-MAC",30002,2018,2,30182
"6390","Trevecca Nazarene","G-MAC",30002,2019,2,30182
"6391","Trevecca Nazarene","G-MAC",30002,2020,2,30182
"6392","Trine","Michigan Intercol. Ath. Assn.",30037,2013,3,873
"6393","Trine","Michigan Intercol. Ath. Assn.",30037,2014,3,873
"6394","Trine","Michigan Intercol. Ath. Assn.",30037,2015,3,873
"6395","Trine","Michigan Intercol. Ath. Assn.",30037,2016,3,873
"6396","Trine","Michigan Intercol. Ath. Assn.",30037,2017,3,873
"6397","Trine","Michigan Intercol. Ath. Assn.",30037,2018,3,873
"6398","Trine","Michigan Intercol. Ath. Assn.",30037,2019,3,873
"6399","Trine","Michigan Intercol. Ath. Assn.",30037,2020,3,873
"6400","Trinity (CT)","NESCAC",713,2013,3,12817
"6401","Trinity (CT)","NESCAC",713,2014,3,12817
"6402","Trinity (CT)","NESCAC",713,2015,3,12817
"6403","Trinity (CT)","NESCAC",713,2016,3,12817
"6404","Trinity (CT)","NESCAC",713,2017,3,12817
"6405","Trinity (CT)","NESCAC",713,2018,3,12817
"6406","Trinity (CT)","NESCAC",713,2019,3,12817
"6407","Trinity (CT)","NESCAC",713,2020,3,12817
"6408","Trinity (TX)","SCAC",715,2013,3,835
"6409","Trinity (TX)","SCAC",715,2014,3,835
"6410","Trinity (TX)","SCAC",715,2015,3,835
"6411","Trinity (TX)","SCAC",715,2016,3,835
"6412","Trinity (TX)","SCAC",715,2017,3,835
"6413","Trinity (TX)","SCAC",715,2018,3,835
"6414","Trinity (TX)","SCAC",715,2019,3,835
"6415","Trinity (TX)","SCAC",715,2020,3,835
"6416","Troy","Sun Belt",716,2013,1,818
"6417","Troy","Sun Belt",716,2014,1,818
"6418","Troy","Sun Belt",716,2015,1,818
"6419","Troy","Sun Belt",716,2016,1,818
"6420","Troy","Sun Belt",716,2017,1,818
"6421","Troy","Sun Belt",716,2018,1,818
"6422","Troy","Sun Belt",716,2019,1,818
"6423","Troy","Sun Belt",716,2020,1,818
"6424","Truman","Mid-America Intercollegiate",499,2013,2,883
"6425","Truman","GLVC",499,2014,2,855
"6426","Truman","GLVC",499,2015,2,855
"6427","Truman","GLVC",499,2016,2,855
"6428","Truman","GLVC",499,2017,2,855
"6429","Truman","GLVC",499,2018,2,855
"6430","Truman","GLVC",499,2019,2,855
"6431","Truman","GLVC",499,2020,2,855
"6432","Tufts","NESCAC",717,2013,3,12817
"6433","Tufts","NESCAC",717,2014,3,12817
"6434","Tufts","NESCAC",717,2015,3,12817
"6435","Tufts","NESCAC",717,2016,3,12817
"6436","Tufts","NESCAC",717,2017,3,12817
"6437","Tufts","NESCAC",717,2018,3,12817
"6438","Tufts","NESCAC",717,2019,3,12817
"6439","Tufts","NESCAC",717,2020,3,12817
"6440","Tulane","C-USA",718,2013,1,24312
"6441","Tulane","C-USA",718,2014,1,24312
"6442","Tulane","AAC",718,2015,1,823
"6443","Tulane","AAC",718,2016,1,823
"6444","Tulane","AAC",718,2017,1,823
"6445","Tulane","AAC",718,2018,1,823
"6446","Tulane","AAC",718,2019,1,823
"6447","Tulane","AAC",718,2020,1,823
"6448","Tusculum","SAC",12830,2013,2,12850
"6449","Tusculum","SAC",12830,2014,2,12850
"6450","Tusculum","SAC",12830,2015,2,12850
"6451","Tusculum","SAC",12830,2016,2,12850
"6452","Tusculum","SAC",12830,2017,2,12850
"6453","Tusculum","SAC",12830,2018,2,12850
"6454","Tusculum","SAC",12830,2019,2,12850
"6455","Tusculum","SAC",12830,2020,2,12850
"6456","Tuskegee","SIAC",720,2013,2,913
"6457","Tuskegee","SIAC",720,2014,2,913
"6458","Tuskegee","SIAC",720,2015,2,913
"6459","Tuskegee","SIAC",720,2016,2,913
"6460","Tuskegee","SIAC",720,2017,2,913
"6461","Tuskegee","SIAC",720,2018,2,913
"6462","Tuskegee","SIAC",720,2019,2,913
"6463","Tuskegee","SIAC",720,2020,2,913
"6464","UAB","C-USA",9,2013,1,24312
"6465","UAB","C-USA",9,2014,1,24312
"6466","UAB","C-USA",9,2015,1,24312
"6467","UAB","C-USA",9,2016,1,24312
"6468","UAB","C-USA",9,2017,1,24312
"6469","UAB","C-USA",9,2018,1,24312
"6470","UAB","C-USA",9,2019,1,24312
"6471","UAB","C-USA",9,2020,1,24312
"6472","UC-Colo. Springs","RMAC",9754,2017,2,13128
"6473","UC-Colo. Springs","RMAC",9754,2018,2,13128
"6474","UC-Colo. Springs","RMAC",9754,2019,2,13128
"6475","UC-Colo. Springs","RMAC",9754,2020,2,13128
"6476","UC Davis","Big West",108,2013,1,904
"6477","UC Davis","Big West",108,2014,1,904
"6478","UC Davis","Big West",108,2015,1,904
"6479","UC Davis","Big West",108,2016,1,904
"6480","UC Davis","Big West",108,2017,1,904
"6481","UC Davis","Big West",108,2018,1,904
"6482","UC Davis","Big West",108,2019,1,904
"6483","UC Davis","Big West",108,2020,1,904
"6484","UC Irvine","Big West",109,2013,1,904
"6485","UC Irvine","Big West",109,2014,1,904
"6486","UC Irvine","Big West",109,2015,1,904
"6487","UC Irvine","Big West",109,2016,1,904
"6488","UC Irvine","Big West",109,2017,1,904
"6489","UC Irvine","Big West",109,2018,1,904
"6490","UC Irvine","Big West",109,2019,1,904
"6491","UC Irvine","Big West",109,2020,1,904
"6492","UC Riverside","Big West",111,2013,1,904
"6493","UC Riverside","Big West",111,2014,1,904
"6494","UC Riverside","Big West",111,2015,1,904
"6495","UC Riverside","Big West",111,2016,1,904
"6496","UC Riverside","Big West",111,2017,1,904
"6497","UC Riverside","Big West",111,2018,1,904
"6498","UC Riverside","Big West",111,2019,1,904
"6499","UC Riverside","Big West",111,2020,1,904
"6500","UC San Diego","CCAA",112,2013,2,828
"6501","UC San Diego","CCAA",112,2014,2,828
"6502","UC San Diego","CCAA",112,2015,2,828
"6503","UC San Diego","CCAA",112,2016,2,828
"6504","UC San Diego","CCAA",112,2017,2,828
"6505","UC San Diego","CCAA",112,2018,2,828
"6506","UC San Diego","CCAA",112,2019,2,828
"6507","UC San Diego","CCAA",112,2020,2,828
"6508","UC Santa Barbara","Big West",104,2013,1,904
"6509","UC Santa Barbara","Big West",104,2014,1,904
"6510","UC Santa Barbara","Big West",104,2015,1,904
"6511","UC Santa Barbara","Big West",104,2016,1,904
"6512","UC Santa Barbara","Big West",104,2017,1,904
"6513","UC Santa Barbara","Big West",104,2018,1,904
"6514","UC Santa Barbara","Big West",104,2019,1,904
"6515","UC Santa Barbara","Big West",104,2020,1,904
"6516","UCF","C-USA",128,2013,1,24312
"6517","UCF","AAC",128,2014,1,823
"6518","UCF","AAC",128,2015,1,823
"6519","UCF","AAC",128,2016,1,823
"6520","UCF","AAC",128,2017,1,823
"6521","UCF","AAC",128,2018,1,823
"6522","UCF","AAC",128,2019,1,823
"6523","UCF","AAC",128,2020,1,823
"6524","UCLA","Pac-12",110,2013,1,905
"6525","UCLA","Pac-12",110,2014,1,905
"6526","UCLA","Pac-12",110,2015,1,905
"6527","UCLA","Pac-12",110,2016,1,905
"6528","UCLA","Pac-12",110,2017,1,905
"6529","UCLA","Pac-12",110,2018,1,905
"6530","UCLA","Pac-12",110,2019,1,905
"6531","UCLA","Pac-12",110,2020,1,905
"6532","UConn","AAC",164,2013,1,823
"6533","UConn","AAC",164,2014,1,823
"6534","UConn","AAC",164,2015,1,823
"6535","UConn","AAC",164,2016,1,823
"6536","UConn","AAC",164,2017,1,823
"6537","UConn","AAC",164,2018,1,823
"6538","UConn","AAC",164,2019,1,823
"6539","UConn","AAC",164,2020,1,823
"6540","UIC","Horizon",302,2013,1,881
"6541","UIC","Horizon",302,2014,1,881
"6542","UIC","Horizon",302,2015,1,881
"6543","UIC","Horizon",302,2016,1,881
"6544","UIC","Horizon",302,2017,1,881
"6545","UIC","Horizon",302,2018,1,881
"6546","UIC","Horizon",302,2019,1,881
"6547","UIC","Horizon",302,2020,1,881
"6548","UIndy","GLVC",309,2013,2,855
"6549","UIndy","GLVC",309,2014,2,855
"6550","UIndy","GLVC",309,2015,2,855
"6551","UIndy","GLVC",309,2016,2,855
"6552","UIndy","GLVC",309,2017,2,855
"6553","UIndy","GLVC",309,2018,2,855
"6554","UIndy","GLVC",309,2019,2,855
"6555","UIndy","GLVC",309,2020,2,855
"6556","UIW","Lone Star",2743,2013,2,868
"6557","UIW","Southland",2743,2014,1,914
"6558","UIW","Southland",2743,2015,1,914
"6559","UIW","Southland",2743,2016,1,914
"6560","UIW","Southland",2743,2017,1,914
"6561","UIW","Southland",2743,2018,1,914
"6562","UIW","Southland",2743,2019,1,914
"6563","UIW","Southland",2743,2020,1,914
"6564","UMass Boston","Little East",401,2013,3,867
"6565","UMass Boston","Little East",401,2014,3,867
"6566","UMass Boston","Little East",401,2015,3,867
"6567","UMass Boston","Little East",401,2016,3,867
"6568","UMass Boston","Little East",401,2017,3,867
"6569","UMass Boston","Little East",401,2018,3,867
"6570","UMass Boston","Little East",401,2019,3,867
"6571","UMass Boston","Little East",401,2020,3,867
"6572","UMass Dartmouth","Little East",656,2013,3,867
"6573","UMass Dartmouth","Little East",656,2014,3,867
"6574","UMass Dartmouth","Little East",656,2015,3,867
"6575","UMass Dartmouth","Little East",656,2016,3,867
"6576","UMass Dartmouth","Little East",656,2017,3,867
"6577","UMass Dartmouth","Little East",656,2018,3,867
"6578","UMass Dartmouth","Little East",656,2019,3,867
"6579","UMass Dartmouth","Little East",656,2020,3,867
"6580","UMass Lowell","NE10",368,2013,2,899
"6581","UMass Lowell","America East",368,2014,1,845
"6582","UMass Lowell","America East",368,2015,1,845
"6583","UMass Lowell","America East",368,2016,1,845
"6584","UMass Lowell","America East",368,2017,1,845
"6585","UMass Lowell","America East",368,2018,1,845
"6586","UMass Lowell","America East",368,2019,1,845
"6587","UMass Lowell","America East",368,2020,1,845
"6588","UMBC","America East",391,2013,1,845
"6589","UMBC","America East",391,2014,1,845
"6590","UMBC","America East",391,2015,1,845
"6591","UMBC","America East",391,2016,1,845
"6592","UMBC","America East",391,2017,1,845
"6593","UMBC","America East",391,2018,1,845
"6594","UMBC","America East",391,2019,1,845
"6595","UMBC","America East",391,2020,1,845
"6596","UMES","MEAC",393,2013,1,876
"6597","UMES","MEAC",393,2014,1,876
"6598","UMES","MEAC",393,2015,1,876
"6599","UMES","MEAC",393,2016,1,876
"6600","UMES","MEAC",393,2017,1,876
"6601","UMES","MEAC",393,2018,1,876
"6602","UMES","MEAC",393,2019,1,876
"6603","UMES","MEAC",393,2020,1,876
"6604","UNC Asheville","Big South",456,2013,1,826
"6605","UNC Asheville","Big South",456,2014,1,826
"6606","UNC Asheville","Big South",456,2015,1,826
"6607","UNC Asheville","Big South",456,2016,1,826
"6608","UNC Asheville","Big South",456,2017,1,826
"6609","UNC Asheville","Big South",456,2018,1,826
"6610","UNC Asheville","Big South",456,2019,1,826
"6611","UNC Asheville","Big South",456,2020,1,826
"6612","UNC Greensboro","SoCon",459,2013,1,912
"6613","UNC Greensboro","SoCon",459,2014,1,912
"6614","UNC Greensboro","SoCon",459,2015,1,912
"6615","UNC Greensboro","SoCon",459,2016,1,912
"6616","UNC Greensboro","SoCon",459,2017,1,912
"6617","UNC Greensboro","SoCon",459,2018,1,912
"6618","UNC Greensboro","SoCon",459,2019,1,912
"6619","UNC Greensboro","SoCon",459,2020,1,912
"6620","UNC Pembroke","Peach Belt",537,2013,2,12923
"6621","UNC Pembroke","Peach Belt",537,2014,2,12923
"6622","UNC Pembroke","Peach Belt",537,2015,2,12923
"6623","UNC Pembroke","Peach Belt",537,2016,2,12923
"6624","UNC Pembroke","Peach Belt",537,2017,2,12923
"6625","UNC Pembroke","Peach Belt",537,2018,2,12923
"6626","UNC Pembroke","Peach Belt",537,2019,2,12923
"6627","UNC Pembroke","Peach Belt",537,2020,2,12923
"6628","UNCW","CAA",460,2013,1,837
"6629","UNCW","CAA",460,2014,1,837
"6630","UNCW","CAA",460,2015,1,837
"6631","UNCW","CAA",460,2016,1,837
"6632","UNCW","CAA",460,2017,1,837
"6633","UNCW","CAA",460,2018,1,837
"6634","UNCW","CAA",460,2019,1,837
"6635","UNCW","CAA",460,2020,1,837
"6636","Union (NY)","Liberty League",727,2013,3,24197
"6637","Union (NY)","Liberty League",727,2014,3,24197
"6638","Union (NY)","Liberty League",727,2015,3,24197
"6639","Union (NY)","Liberty League",727,2016,3,24197
"6640","Union (NY)","Liberty League",727,2017,3,24197
"6641","Union (NY)","Liberty League",727,2018,3,24197
"6642","Union (NY)","Liberty League",727,2019,3,24197
"6643","Union (NY)","Liberty League",727,2020,3,24197
"6644","Union (TN)","Gulf South",30153,2015,2,858
"6645","Union (TN)","Gulf South",30153,2016,2,858
"6646","Union (TN)","Gulf South",30153,2017,2,858
"6647","Union (TN)","Gulf South",30153,2018,2,858
"6648","Union (TN)","Gulf South",30153,2019,2,858
"6649","Union (TN)","Gulf South",30153,2020,2,858
"6650","UNLV","Mountain West",465,2013,1,5486
"6651","UNLV","Mountain West",465,2014,1,5486
"6652","UNLV","Mountain West",465,2015,1,5486
"6653","UNLV","Mountain West",465,2016,1,5486
"6654","UNLV","Mountain West",465,2017,1,5486
"6655","UNLV","Mountain West",465,2018,1,5486
"6656","UNLV","Mountain West",465,2019,1,5486
"6657","UNLV","Mountain West",465,2020,1,5486
"6658","Upper Iowa","NSIC",728,2013,2,12853
"6659","Upper Iowa","NSIC",728,2014,2,12853
"6660","Upper Iowa","NSIC",728,2015,2,12853
"6661","Upper Iowa","NSIC",728,2016,2,12853
"6662","Upper Iowa","NSIC",728,2017,2,12853
"6663","Upper Iowa","NSIC",728,2018,2,12853
"6664","Upper Iowa","NSIC",728,2019,2,12853
"6665","Upper Iowa","NSIC",728,2020,2,12853
"6666","Urbana","MEC",30104,2014,2,30183
"6667","Urbana","MEC",30104,2015,2,30183
"6668","Urbana","MEC",30104,2016,2,30183
"6669","Urbana","MEC",30104,2017,2,30183
"6670","Urbana","MEC",30104,2018,2,30183
"6671","Urbana","MEC",30104,2019,2,30183
"6672","Urbana","MEC",30104,2020,2,30183
"6673","Ursinus","Centennial",730,2013,3,9683
"6674","Ursinus","Centennial",730,2014,3,9683
"6675","Ursinus","Centennial",730,2015,3,9683
"6676","Ursinus","Centennial",730,2016,3,9683
"6677","Ursinus","Centennial",730,2017,3,9683
"6678","Ursinus","Centennial",730,2018,3,9683
"6679","Ursinus","Centennial",730,2019,3,9683
"6680","Ursinus","Centennial",730,2020,3,9683
"6681","USC Upstate","ASUN",10411,2013,1,920
"6682","USC Upstate","ASUN",10411,2014,1,920
"6683","USC Upstate","ASUN",10411,2015,1,920
"6684","USC Upstate","ASUN",10411,2016,1,920
"6685","USC Upstate","ASUN",10411,2017,1,920
"6686","USC Upstate","ASUN",10411,2018,1,920
"6687","USC Upstate","Big South",10411,2019,1,826
"6688","USC Upstate","Big South",10411,2020,1,826
"6689","USciences","CACC",28594,2013,2,28752
"6690","USciences","CACC",28594,2014,2,28752
"6691","USciences","CACC",28594,2015,2,28752
"6692","USciences","CACC",28594,2016,2,28752
"6693","USciences","CACC",28594,2017,2,28752
"6694","USciences","CACC",28594,2018,2,28752
"6695","USciences","CACC",28594,2019,2,28752
"6696","USciences","CACC",28594,2020,2,28752
"6697","UT Arlington","WAC",702,2013,1,923
"6698","UT Arlington","Sun Belt",702,2014,1,818
"6699","UT Arlington","Sun Belt",702,2015,1,818
"6700","UT Arlington","Sun Belt",702,2016,1,818
"6701","UT Arlington","Sun Belt",702,2017,1,818
"6702","UT Arlington","Sun Belt",702,2018,1,818
"6703","UT Arlington","Sun Belt",702,2019,1,818
